,bradn,mile,name,fuel,price,year,model,location
9750,재규어,41200.0,XF (X260),디젤,3200.0,2017,30d 포트폴리오,경기
9751,폭스바겐,160200.0,골프 7세대,디젤,1140.0,2014,2.0 TDI 프리미엄,경기
9752,BMW,115446.0,6시리즈 (F12),디젤,2590.0,2014,640d xDrive 그란쿠페,부산
9753,캐딜락,133546.0,올 뉴 SRX,가솔린,1290.0,2012,3.0 Luxury,부산
9754,BMW,64415.0,X5 (F15),디젤,5290.0,2017,xDrive 30d,부산
9755,벤츠,45974.0,GLE-클래스 W166,디젤,6290.0,2017,GLE350 d 4MATIC 쿠페,부산
9756,아우디,126000.0,뉴 A6,디젤,2290.0,2016,40 TDI 콰트로 프리미엄,대전
9757,BMW,51974.0,1시리즈 (F20),디젤,1950.0,2017,118d 스포츠 5도어,경남
9758,포르쉐,138600.0,뉴 카이엔,디젤,5900.0,2014,4.2 S 디젤,경남
9759,아우디,50.0,A7 (4K),가솔린,8900.0,2021,55 TFSI 콰트로 프리미엄,대구
9760,아우디,1914.0,A4 (B9),디젤,4350.0,2020,40 TDI 콰트로 프리미엄,대구
9761,아우디,50.0,A4 (B9),가솔린,4580.0,2021,40 TFSI 프리미엄,대구
9762,아우디,15.0,Q5 (FY),가솔린,6620.0,2021,45 TFSI 콰트로 프리미엄,대구
9763,아우디,9694.0,e-트론,전기,7690.0,2020,55 콰트로,대구
9764,벤츠,71014.0,E-클래스 W213,가솔린,4330.0,2019,E300 아방가르드,경기
9765,벤츠,20555.0,E-클래스 W213,가솔린,6690.0,2019,E350 4MATIC AMG Line,대구
9766,벤츠,1263.0,GLC-클래스 X253,가솔린,8790.0,2019,AMG GLC63 S 4MATIC+ 쿠페,대구
9767,벤츠,30350.0,E-클래스 W213,가솔린,6190.0,2019,E300 4MATIC 익스클루시브,대구
9768,벤츠,38327.0,E-클래스 W213,가솔린,6090.0,2019,E300 4MATIC 익스클루시브,대구
9769,북기은상,23694.0,켄보 600,가솔린,730.0,2017,1.5 럭셔리,경기
9770,BMW,101955.0,3시리즈 (F30),디젤,1730.0,2015,320d ED에디션,대구
9771,BMW,177180.0,5시리즈 (F10),가솔린,1350.0,2012,528i,대구
9772,인피니티,29215.0,QX60,가솔린,2390.0,2015,3.5 AWD,경기
9773,테슬라,3913.0,모델 3,전기,4390.0,2020,롱 레인지,경기
9774,렉서스,6400.0,UX250h,가솔린+전기,3850.0,2020,2.0 2WD,서울
9775,BMW,108514.0,7시리즈 (G11),디젤,5370.0,2016,730Ld xDrive 프리미엄,경기
9776,벤츠,31302.0,GLE-클래스 W167,가솔린,0.0,2019,GLE450 4MATIC,대구
9777,아우디,133517.0,뉴 A6,디젤,2250.0,2016,35 TDI 프리미엄,경기
9778,재규어,78754.0,All New XJ,가솔린,3299.0,2013,3.0 SC AWD 포트폴리오 LWB,서울
9779,BMW,108514.0,7시리즈 (G11),디젤,5370.0,2016,730Ld xDrive 프리미엄,경기
9780,벤츠,30075.0,GLC-클래스 X253,디젤,5300.0,2018,GLC220 d 4MATIC 쿠페,경남
9781,랜드로버,67256.0,레인지로버 벨라,디젤,6850.0,2018,3.0 D300 R-다이나믹 HSE,서울
9782,포르쉐,49343.0,뉴 카이엔,디젤,99999.0,2017,3.0 디젤 플래티넘 에디션,서울
9783,BMW,159000.0,5시리즈 (F10),디젤,1249.0,2011,520d,경기
9784,벤츠,53350.0,GLC-클래스 X253,디젤,5300.0,2018,GLC220 d 4MATIC 쿠페,경기
9785,폭스바겐,9646.0,아테온,디젤,4800.0,2020,2.0 TDI 프레스티지 4모션,경기
9786,지프,6290.0,랭글러 (JL),가솔린,5300.0,2020,2.0 루비콘 2도어,경기
9787,BMW,110950.0,5시리즈 (G30),디젤,3590.0,2017,520d M 스포츠 플러스,서울
9788,렉서스,171175.0,IS250,가솔린,650.0,2008,2.5 프리미엄,경기
9789,벤츠,195789.0,E-클래스 W212,디젤,1150.0,2013,E220 CDI 아방가르드,대구
9790,아우디,130834.0,뉴 A4,디젤,1150.0,2014,2.0 TDI,경기
9791,벤츠,43000.0,CLS-클래스 C257,디젤,7400.0,2019,CLS400d 4MATIC,부산
9792,벤츠,116434.0,C-클래스 W205,디젤,2590.0,2016,C220 d 아방가르드,경기
9793,재규어,56172.0,F-TYPE,가솔린,4649.0,2015,3.0 S 쿠페,경기
9794,BMW,101066.0,5시리즈 (F10),디젤,2049.0,2014,520d,경기
9795,스마트,64375.0,포투 쿠페,가솔린,1370.0,2014,패션 터보,대전
9796,재규어,56172.0,F-TYPE,가솔린,4649.0,2015,3.0 S 쿠페,경기
9797,폭스바겐,145568.0,골프 6세대,디젤,1298.0,2013,2.0 TDI 카브리올레,경기
9798,BMW,101066.0,5시리즈 (F10),디젤,2049.0,2014,520d,경기
9799,폭스바겐,58461.0,티구안 2세대,디젤,3149.0,2020,2.0 TDI 프레스티지,서울
9800,벤츠,46530.0,GLE-클래스 W166,디젤,6993.0,2018,GLE350 d 4MATIC,서울
9801,BMW,72917.0,3시리즈 (E90),가솔린,1750.0,2012,328Xi 쿠페,충북
9802,벤츠,224663.0,CLK-클래스 C209,가솔린,650.0,2007,CLK350 쿠페,경기
9803,포르쉐,161288.0,뉴 카이엔,디젤,3400.0,2014,3.0 디젤,대전
9804,아우디,2925.0,Q3 (F3),디젤,4450.0,2020,35 TDI 프리미엄 스포트백,부산
9805,아우디,78565.0,뉴 A6,디젤,2780.0,2018,35 TDI,부산
9806,BMW,92813.0,5시리즈 (F10),가솔린,2950.0,2016,528i xDrive 럭셔리 플러스,부산
9807,아우디,4396.0,A6 (C8),가솔린,5600.0,2021,45 TFSI 프리미엄,부산
9808,아우디,78565.0,뉴 A6,디젤,2780.0,2018,35 TDI,부산
9809,벤츠,168768.0,E-클래스 W212,디젤,1750.0,2014,E220 CDI 아방가르드,부산
9810,BMW,23429.0,5시리즈 (G30),디젤,5450.0,2020,520d M 스포츠 플러스,부산
9811,아우디,2925.0,Q3 (F3),디젤,4450.0,2020,35 TDI 프리미엄 스포트백,부산
9812,볼보,74323.0,S90,디젤,3899.0,2017,D4 인스크립션,경기
9813,볼보,21842.0,V40,가솔린,2549.0,2016,T5,경기
9814,벤츠,33000.0,E-클래스 W213,가솔린,6600.0,2018,E43 AMG 4MATIC,경기
9815,벤츠,82737.0,C-클래스 W205,가솔린,5600.0,2015,C63 S AMG 에디션1,경기
9816,포르쉐,57039.0,뉴 카이엔,디젤,7090.0,2016,3.0 디젤,경기
9817,벤츠,17500.0,A-클래스 W177,가솔린,1946.0,2019,A220 해치백,충북
9818,벤츠,3663.0,CLS-클래스 C257,가솔린,8201.0,2019,CLS450 4MATIC AMG Line,경기
9819,포르쉐,57039.0,뉴 카이엔,디젤,7090.0,2016,3.0 디젤,경기
9820,벤츠,82737.0,C-클래스 W205,가솔린,5600.0,2015,C63 S AMG 에디션1,경기
9821,벤츠,5155.0,GLC-클래스 X253,가솔린,5660.0,2019,GLC300 4MATIC 쿠페,경기
9822,랜드로버,13586.0,디스커버리 스포츠,디젤,3430.0,2017,2.0 TD4 SE,경기
9823,벤츠,56610.0,C-클래스 W205,가솔린,3599.0,2018,C200 4MATIC AMG Line,경기
9824,포르쉐,125367.0,파나메라,가솔린,5800.0,2013,4.8 GTS,경기
9825,아우디,94681.0,뉴 A4,디젤,1449.0,2016,30 TDI,경기
9826,BMW,82415.0,6시리즈 (F12),가솔린,4299.0,2012,640i 컨버터블,경기
9827,시트로엥,123929.0,DS4,디젤,699.0,2013,1.6 e-HDi 시크,경기
9828,BMW,18900.0,3시리즈 (G20),가솔린,6300.0,2021,M340i,경기
9829,시트로엥,123929.0,DS4,디젤,699.0,2013,1.6 e-HDi 시크,경기
9830,랜드로버,43421.0,레인지로버 벨라,디젤,7890.0,2019,3.0 D300 R-다이나믹 HSE,경기
9831,재규어,30081.0,All New XJ,디젤,6600.0,2019,3.0D XJ50 LWB,경기
9832,BMW,126299.0,5시리즈 (F10),디젤,1360.0,2011,520d,경기
9833,폭스바겐,101349.0,티구안,디젤,850.0,2010,2.0 TDI,대전
9834,벤츠,57265.0,E-클래스 W213,디젤,5450.0,2019,E220d 쿠페,경기
9835,아우디,111800.0,A5,가솔린,2000.0,2013,2.0 TFSI 카브리올레,경기
9836,벤츠,32000.0,A-클래스 W176,가솔린,3950.0,2018,A45 AMG 4MATIC,대구
9837,벤츠,113000.0,E-클래스 W213,디젤,3550.0,2017,E220d 익스클루시브,전남
9838,랜드로버,16000.0,레인지로버 벨라,가솔린,8300.0,2020,3.0 P380 R-다이나믹 SE,경기
