,brand,mile,name,fuel,price,year,model,location
3481,아우디,156078.0,뉴 A6,디젤,1399.0,2015,35 TDI,부산
3482,벤츠,18617.0,E-클래스 W213,디젤,6670.0,2019,E220d 카브리올레,대구
3483,BMW,144602.0,5시리즈 (F10),가솔린,1180.0,2010,528i,대구
3484,미니,78500.0,쿠퍼 D 클럽맨,디젤,1930.0,2016,기본형,서울
3485,BMW,149000.0,5시리즈 (F10),디젤,1650.0,2013,525d xDrive,충북
3486,캐딜락,104888.0,CTS 3세대,가솔린,1590.0,2015,2.0 럭셔리,경기
3487,벤츠,92897.0,S-클래스 W221,가솔린,1150.0,2006,S350,서울
3488,혼다,57735.0,HR-V,가솔린,1270.0,2016,1.8,서울
3489,벤츠,187127.0,CLS-클래스 W219,가솔린,640.0,2005,CLS350,서울
3490,폭스바겐,188110.0,뉴 비틀,가솔린,310.0,2008,DELUXE 2.0,서울
3491,렉서스,243174.0,LS460L,가솔린,690.0,2008,5인승,서울
3492,렉서스,165748.0,LS460,가솔린,790.0,2009,AWD,서울
3493,푸조,113670.0,2008,디젤,820.0,2015,1.6 e-HDi 펠린 S,광주
3494,BMW,46000.0,M5 (E34),가솔린,5500.0,1994,M5 세단,서울
3495,BMW,206186.0,7시리즈 (F01),가솔린,1150.0,2010,740Li,대구
3496,폭스바겐,132705.0,CC,디젤,750.0,2011,2.0 TDI,충북
3497,BMW,120161.0,X3 (F25),디젤,1680.0,2013,xDrive 20d 하이,충북
3498,BMW,161952.0,5시리즈 (F10),가솔린,1290.0,2010,528i 럭셔리 플러스,대구
3499,BMW,21382.0,3시리즈 GT (F34),디젤,3400.0,2018,GT 320d,제주
3500,푸조,204946.0,308,디젤,330.0,2010,1.6 HDi MCP,경기
3501,벤츠,127000.0,CLS-클래스 W218,가솔린,3690.0,2013,CLS63 AMG,세종
3502,아우디,283763.0,Q7,디젤,950.0,2008,4.2 TDI 콰트로,광주
3503,BMW,71900.0,5시리즈 (F10),디젤,2800.0,2016,520d M 에어로 다이나믹,경기
3504,BMW,133000.0,7시리즈 (F01),가솔린,1690.0,2010,740i M 스포츠,대구
3505,벤츠,130000.0,E-클래스 W212,가솔린,1150.0,2010,E300 엘레강스,대전
3506,BMW,169046.0,X5 (E70),디젤,1250.0,2007,xDrive 30d,울산
3507,마세라티,34049.0,기블리,가솔린,3990.0,2014,3.0S Q4,경기
3508,벤츠,14039.0,E-클래스 W213,가솔린,6500.0,2019,E300 4MATIC 익스클루시브,경기
3509,벤츠,21654.0,S-클래스 W222,디젤,11200.0,2020,S350 d 4MATIC,경기
3510,벤츠,3314.0,AMG GT,가솔린,20200.0,2020,4도어 63 S 4MATIC+,경기
3511,벤츠,2603.0,E-클래스 W213,디젤,7300.0,2021,E220d 4MATIC AMG Line,경기
