,brand,mile,name,fuel,price,year,model,location,color
11819,BMW,22597,M5 (F10),가솔린,6290,2016,M5 세단,서울,회색
11820,BMW,98000,X3 (F25),디젤,1850,2013,xDrive 20d 하이,전북,회색
11821,미니,4527,쿠퍼 SD 컨트리맨,디젤,4930,2021,ALL4,경기,회색
11822,BMW,126000,5시리즈 (G30),디젤,3399,2017,520d M 스포츠 플러스,경기,회색
11823,볼보,46528,XC90 2세대,디젤,6330,2018,D5 모멘텀,대구,회색
11824,벤츠,59995,S-클래스 W222,디젤,9290,2018,S400L d 4MATIC,서울,회색
11825,아우디,232808,뉴 A8,디젤,2680,2015,50 TDI 콰트로,광주,회색
11826,도요타,79284,시에나,가솔린,2680,2017,3.5 AWD,서울,회색
11827,테슬라,16730,모델 S,전기,7700,2018,90D,경기,회색
11828,BMW,158929,5시리즈 (F10),가솔린,1280,2012,528i xDrive,경기,회색
11829,랜드로버,66701,레인지로버 4세대,디젤,10750,2017,4.4 SDV8 AB LWB 디젤,서울,회색
11830,벤츠,12082,S-클래스 W222,가솔린,14850,2018,S63 AMG 4MATIC+ 쿠페,인천,회색
11831,벤츠,42000,E-클래스 W213,디젤,5150,2017,E220d 쿠페,서울,회색
11832,렉서스,57424,NX300,가솔린,3260,2018,슈프림,인천,회색
11833,벤츠,192000,E-클래스 W212,디젤,1490,2014,E220 CDI 아방가르드,인천,회색
11834,재규어,54000,XF (X260),가솔린,2290,2016,25t 프레스티지,인천,회색
11835,아우디,134000,A5,디젤,1400,2013,2.0 TDI 콰트로 다이나믹 스포츠백,인천,회색
11836,BMW,37000,5시리즈 (G30),가솔린,3190,2018,520i 럭셔리,인천,회색
11837,벤츠,46900,E-클래스 W212,가솔린,2730,2014,E350 쿠페,경기,회색
11838,미니,73000,쿠퍼 D 컨트리맨,디젤,47,2018,ALL4,부산,회색
11839,벤츠,164477,E-클래스 W212,디젤,1250,2013,E220 CDI 아방가르드,부산,회색
11840,벤츠,112048,E-클래스 W212,디젤,2130,2015,E250 블루텍 4MATIC 아방가르드,부산,회색
11841,인피니티,70519,Q50,디젤,1440,2014,2.2d 프리미엄,인천,회색
11842,미니,94955,쿠퍼,가솔린,1030,2012,기본형,인천,회색
11843,미니,41203,쿠퍼 SD 컨트리맨,디젤,2000,2016,ALL4 파크레인,서울,회색
11844,링컨,5030,코세어,가솔린,4559,2020,2.0 리저브 AWD,대전,회색
11845,지프,130293,컴패스,가솔린,599,2012,2.4 스포츠,대전,회색
11846,포르쉐,31081,911,가솔린,16900,2018,카레라 4 GTS 카브리올레,서울,회색
11847,포르쉐,39706,파나메라 (971),가솔린,18300,2019,4.0 GTS,서울,회색
11848,포르쉐,17358,파나메라 (971),가솔린,13000,2018,3.0 AWD,서울,회색
11849,랜드로버,47303,레인지로버 벨라,디젤,6999,2019,3.0 D300 R-다이나믹 HSE,서울,회색
11850,아우디,132000,뉴 A8,가솔린,1150,2010,4.2 FSI 콰트로,경기,회색
11851,BMW,191928,3시리즈 (F30),가솔린,1150,2014,328i 스포츠,경기,회색
11852,BMW,218047,5시리즈 (F10),디젤,1380,2013,520d,경기,회색
11853,아우디,153000,뉴 A6,디젤,1590,2015,35 TDI 다이나믹,경기,회색
11854,BMW,86462,X5 (F15),디젤,4857,2017,xDrive 30d,서울,회색
11855,폭스바겐,264,제타 7세대,가솔린,2790,2021,1.4 TSI 프레스티지,서울,회색
11856,BMW,7215,3시리즈 (G20),가솔린,4350,2021,320i 럭셔리,부산,회색
11857,폭스바겐,124725,뉴 CC,가솔린,1220,2015,2.0 TSI,경기,회색
11858,캐딜락,178702,DTS,가솔린,640,2006,4.6L V8,경기,회색
11859,BMW,35000,M8 (G15),가솔린,14800,2020,M8 그란쿠페 컴페티션,경기,회색
11860,벤츠,41287,E-클래스 W213,가솔린,4590,2019,E300 아방가르드,서울,회색
11861,포르쉐,103203,뉴 카이엔,디젤,5490,2015,3.0 디젤,경기,회색
11862,벤츠,156203,S-클래스 W221,가솔린,1749,2010,S350L,경기,회색
11863,BMW,45333,7시리즈 (G11),디젤,8900,2020,730d xDrive 디자인 퓨어 엑셀런스,부산,회색
11864,BMW,57147,5시리즈 (F10),디젤,3300,2016,520d xDrive M 에어로 다이나믹,광주,회색
11865,혼다,16057,오딧세이,가솔린,4150,2019,3.5,경기,회색
11866,BMW,123131,5시리즈 (F10),디젤,2050,2015,520d,광주,회색
11867,벤츠,100950,E-클래스 W213,가솔린,3790,2017,E300 4MATIC 익스클루시브,대구,회색
11868,아우디,182177,뉴 A6,디젤,1150,2015,35 TDI,경기,회색
11869,벤츠,67793,C-클래스 W205,디젤,2590,2015,C220 블루텍 아방가르드,경기,회색
11870,벤츠,41000,C-클래스 W205,가솔린,3050,2018,C200 아방가르드,경기,회색
11871,BMW,212638,5시리즈 (F10),디젤,1690,2015,520d,경기,회색
11872,벤츠,693,CLS-클래스 C257,가솔린,9190,2020,CLS450 4MATIC AMG Line,서울,회색
11873,벤츠,30990,CLS-클래스 C257,디젤,7950,2019,CLS400d 4MATIC AMG Line,강원,회색
11874,벤츠,22018,E-클래스 W213,디젤,5500,2018,E220d 카브리올레,부산,회색
11875,벤츠,112048,E-클래스 W212,디젤,2130,2015,E250 블루텍 4MATIC 아방가르드,부산,회색
11876,재규어,155244,XE,디젤,1300,2016,20d 프레스티지,경기,회색
11877,BMW,128687,X1 (E84),디젤,1350,2013,xDrive 20d,대구,회색
11878,미니,100763,쿠퍼 S,가솔린,1130,2011,JCW,인천,회색
11879,아우디,92324,Q5,디젤,2370,2015,45 TDI 콰트로 다이나믹,경기,회색
11880,BMW,78983,3시리즈 (F30),디젤,2300,2016,320d ED에디션,경기,회색
11881,링컨,127472,뉴 MKS,가솔린,990,2014,3.7,경기,회색
11882,인피니티,109947,Q50,디젤,1390,2016,2.2d 프리미엄,경기,회색
11883,아우디,241075,Q5,디젤,2000,2010,2.0 TDI 콰트로 다이나믹,경기,회색
11884,벤츠,74651,E-클래스 W213,디젤,4490,2018,E220d 4MATIC 익스클루시브,경기,회색
11885,랜드로버,60709,레인지로버 벨라,디젤,5890,2018,2.0 D240 SE,경기,회색
11886,벤츠,70422,GLE-클래스 W166,가솔린,7690,2017,AMG GLE63 S 4MATIC 쿠페,경기,회색
11887,벤츠,84339,E-클래스 W213,가솔린,4490,2017,E300 4MATIC AMG Line,경기,회색
11888,벤츠,163657,E-클래스 W212,가솔린,1590,2014,E200 엘레강스,경기,회색
11889,마세라티,52462,콰트로포르테,가솔린,3640,2013,4.2 V8,경기,회색
11890,BMW,110963,7시리즈 (G11),디젤,5950,2016,740d xDrive M 스포츠,경기,회색
11891,BMW,18777,X2 (F39),디젤,3790,2020,xDrive18d 어드밴티지,경기,회색
11892,벤츠,53041,E-클래스 W213,디젤,4200,2017,E220d 익스클루시브,서울,회색
11893,BMW,86462,X5 (F15),디젤,4857,2017,xDrive 30d,서울,회색
11894,폭스바겐,264,제타 7세대,가솔린,2790,2021,1.4 TSI 프레스티지,서울,회색
11895,벤츠,365,E-클래스 W213,가솔린,4772,2021,E250 아방가르드,서울,회색
11896,벤츠,66137,E-클래스 W212,디젤,2790,2016,E250 블루텍 4MATIC 아방가르드,전북,회색
11897,아우디,229764,뉴 A6,디젤,999,2013,3.0 TDI 콰트로,서울,회색
11898,아우디,162000,뉴 A4,가솔린,499,2011,2.0 TFSI 콰트로 다이나믹,인천,회색
11899,볼보,1089,S60 3세대,가솔린+전기,5000,2021,B5 인스크립션,부산,회색
11900,포드,81037,익스플로러,가솔린,2890,2017,2.3 리미티드 4WD,경기,회색
11901,벤츠,52000,E-클래스 W213,가솔린,4790,2018,E300 4MATIC 익스클루시브,경기,회색
11902,미니,61166,쿠퍼,가솔린,2250,2018,HIGH,경기,회색
11903,BMW,70611,5시리즈 (F10),가솔린,3050,2016,528i xDrive M 에어로 다이나믹,경기,회색
11904,벤츠,132974,E-클래스 W212,디젤,1850,2014,E220 CDI 아방가르드,경기,회색
11905,혼다,126750,시빅,가솔린,600,2012,1.8 EX,경기,회색
11906,재규어,109870,S-TYPE,가솔린,950,2007,3.0,경기,회색
11907,아우디,149692,뉴 A6,가솔린,399,2007,3.2 FSI,대구,회색
11908,BMW,50796,5시리즈 (F10),가솔린,2500,2014,528i,경기도,회색
11909,미니,46500,쿠퍼 S 컨버터블,가솔린,2720,2016,기본형,경기,회색
11910,랜드로버,16200,디스커버리 스포츠,디젤,3850,2018,2.0 TD4 HSE 럭셔리,경기,회색
11911,벤츠,61432,E-클래스 W213,가솔린,5250,2017,E400 4MATIC 쿠페,경기,회색
11912,벤츠,48500,E-클래스 W213,가솔린,5299,2019,E300 4MATIC 아방가르드,경기,회색
11913,BMW,20800,3시리즈 GT (F34),디젤,3499,2018,GT 320d,경기,회색
11914,벤츠,95494,E-클래스 W213,가솔린,4850,2018,E43 AMG 4MATIC,서울,회색
11915,BMW,8240,X6 (G06),가솔린,10750,2021,xDrive40i M 스포츠,경기,회색
11916,랜드로버,61965,레인지로버 스포츠 2세대,디젤,5640,2016,3.0 SDV6 HSE 다이나믹,경기,회색
11917,캐딜락,84000,CT6,가솔린,3190,2017,3.6 프리미엄 AWD,경기,회색
11918,포르쉐,147136,파나메라,디젤,4100,2012,3.0 디젤,경기,회색
11919,미니,61166,쿠퍼,가솔린,2250,2018,HIGH,경기,회색
11920,아우디,93174,뉴 A4,가솔린,890,2011,2.0 TFSI 콰트로 다이나믹,서울,회색
11921,벤츠,22308,GLC-클래스 X253,가솔린,7300,2019,AMG GLC43 4MATIC 쿠페,서울,회색
11922,BMW,70611,5시리즈 (F10),가솔린,3050,2016,528i xDrive M 에어로 다이나믹,경기,회색
11923,랜드로버,85300,레인지로버 스포츠 2세대,디젤+전기,5899,2015,3.0 SDV6 HSE 다이나믹 하이브리드,대구,회색
11924,벤츠,132974,E-클래스 W212,디젤,1850,2014,E220 CDI 아방가르드,경기,회색
11925,폭스바겐,28576,티구안 2세대,디젤,2990,2018,2.0 TDI 4모션 프레스티지,경기,회색
11926,벤츠,1063,E-클래스 W213,가솔린,4797,2021,E250 아방가르드,서울,회색
11927,BMW,22830,X5 (G05),디젤,9350,2020,xDrive 30d M 스포츠,경기,회색
11928,벤츠,101465,E-클래스 W212,디젤,2230,2015,E220 블루텍 아방가르드 스포츠,서울,회색
11929,BMW,361661,5시리즈 GT (F07),디젤,970,2013,GT 30d,광주,회색
11930,BMW,133826,4시리즈 (F32),디젤,2150,2016,420d M 스포츠 쿠페,인천,회색
11931,BMW,118486,5시리즈 (F10),가솔린,1690,2012,528i xDrive,서울,회색
11932,아우디,56608,A6 (C8),디젤,4620,2020,40 TDI 프리미엄,대구,회색
11933,아우디,116221,Q5,디젤,2080,2015,35 TDI 콰트로,경기,회색
11934,렉서스,29930,NX300h,가솔린+전기,4350,2019,슈프림,경기,회색
11935,랜드로버,95154,레인지로버 4세대,디젤,9600,2017,4.4 SDV8 AB LWB 디젤,경기,회색
11936,재규어,44056,F-TYPE,가솔린,5950,2017,3.0 컨버터블,경기,회색
11937,도요타,65407,시에나,가솔린,2570,2016,3.5 AWD,경기,회색
11938,BMW,117841,3시리즈 GT (F34),디젤,1850,2016,GT 320d,경기,회색
11939,아우디,102614,뉴 A6,디젤,2080,2016,35 TDI 프리미엄,경기,회색
11940,도요타,38136,프리우스 V,가솔린+전기,2319,2017,1.8,경기,회색
11941,BMW,35832,X1 (F48),디젤,3360,2018,xDrive 18d 프리미엄,부산,회색
11942,BMW,13041,3시리즈 GT (F34),디젤,4150,2021,GT 320d M 스포츠 프리미엄,충북,회색
11943,벤츠,78467,SLC-클래스 R172,가솔린,5100,2018,AMG SLC43,경기,회색
11944,BMW,86186,1시리즈 (F20),디젤,1750,2017,118d 스포츠 5도어,경기,회색
11945,미니,58498,쿠퍼 D 클럽맨,디젤,1980,2016,기본형,경기,회색
11946,미니,52373,쿠퍼 SD 컨트리맨,디젤,2030,2016,ALL4 파크레인,경기,회색
11947,BMW,7763,5시리즈 (G30),가솔린,6000,2021,520i M 스포츠,경기,회색
11948,폭스바겐,29429,티구안 2세대,디젤,3470,2020,2.0 TDI 프레스티지,경기,회색
11949,혼다,61837,오딧세이,가솔린,3850,2019,3.5,경기,회색
11950,벤츠,89714,뉴 SLK-클래스,가솔린,3490,2012,55 AMG,경기,회색
11951,렉서스,46706,RX450h 4세대,가솔린+전기,5900,2019,이그제큐티브,경기,회색
11952,도요타,69396,프리우스 4세대,가솔린+전기,1800,2017,1.8 E,경기,회색
11953,BMW,164771,5시리즈 GT (F07),디젤,1930,2013,GT 30d xDrive,경기,회색
11954,아우디,116221,Q5,디젤,2080,2015,35 TDI 콰트로,경기,회색
11955,렉서스,29930,NX300h,가솔린+전기,4350,2019,슈프림,경기,회색
11956,푸조,71800,3008 2세대,디젤,9999,2019,1.6 BlueHDi GT Line,대구,회색
11957,랜드로버,95154,레인지로버 4세대,디젤,9600,2017,4.4 SDV8 AB LWB 디젤,경기,회색
11958,재규어,44056,F-TYPE,가솔린,5950,2017,3.0 컨버터블,경기,회색
11959,포드,38800,뉴 토러스,가솔린,1899,2018,2.0 Limited 에코부스트,서울,회색
11960,지프,66671,레니게이드,가솔린,2199,2019,2.4 론지튜드,전북,회색
11961,랜드로버,86934,레인지로버 벨라,디젤,6250,2018,3.0 D300 R-다이나믹 SE,광주,회색
11962,랜드로버,29330,디스커버리 5,디젤,6240,2019,3.0 SD6 SE,경기,회색
11963,도요타,65407,시에나,가솔린,2570,2016,3.5 AWD,경기,회색
11964,BMW,28700,7시리즈 (G11),디젤,10699,2020,740d xDrive M 스포츠,서울,회색
11965,BMW,116890,5시리즈 (G30),디젤,3550,2017,520d xDrive M 스포츠 플러스,광주,회색
11966,도요타,38136,프리우스 V,가솔린+전기,2319,2017,1.8,경기,회색
11967,푸조,155148,508,디젤,999,2015,1.6 e-HDi 악티브,대구,회색
11968,랜드로버,93527,레인지로버 벨라,디젤,5632,2018,3.0 D300 R-다이나믹 SE,서울,회색
11969,아우디,87042,뉴 A3,디젤,1640,2016,35 TDI 다이나믹 스포트백,서울,회색
11970,BMW,232124,5시리즈,가솔린,1150,1993,525i,경기,회색
11971,BMW,43242,7시리즈 (G11),디젤,9500,2020,740d xDrive 디자인 퓨어 엑셀런스,전북,회색
11972,인피니티,25793,Q30,가솔린,1830,2019,2.0 스포츠 에센셜,경기,회색
11973,벤츠,89714,뉴 SLK-클래스,가솔린,3490,2012,55 AMG,경기,회색
11974,도요타,69396,프리우스 4세대,가솔린+전기,1800,2017,1.8 E,경기,회색
11975,BMW,56296,5시리즈 (G30),가솔린,4350,2017,530i M 스포츠 플러스,광주,회색
11976,벤츠,76319,C-클래스 W205,디젤,2200,2015,C220 블루텍 아방가르드,서울,회색
11977,BMW,83735,3시리즈 GT (F34),디젤,2670,2018,GT 320d,경기,회색
11978,BMW,74195,7시리즈 (G11),가솔린,6700,2016,750Li xDrive,경기,회색
11979,BMW,154857,5시리즈 GT (F07),디젤,2299,2015,GT ED Edition,경기,회색
11980,렉서스,46706,RX450h 4세대,가솔린+전기,5900,2019,이그제큐티브,경기,회색
11981,인피니티,37904,Q50,가솔린+전기,2520,2016,3.5 하이브리드 하이테크,경기,회색
11982,BMW,227022,5시리즈 (F10),디젤,1190,2013,520d,서울,회색
11983,BMW,90705,5시리즈 (G30),가솔린,4290,2017,530i xDrive M 스포츠,대구,회색
11984,BMW,45806,X6 (F16),디젤,5890,2017,xDrive 30d,광주,회색
11985,아우디,50521,TTS,가솔린,2990,2014,쿠페 2.0 TFSI 콰트로 컴피티션,경기,회색
11986,푸조,67701,2008,디젤,1250,2017,1.6 BlueHDi 알뤼르,광주,회색
11987,렉서스,64284,CT200h,가솔린+전기,2000,2015,1.8 슈프림,경기,회색
11988,포르쉐,92523,마칸,가솔린,6999,2018,2.0,경기,회색
11989,링컨,36961,뉴 MKZ,가솔린,2150,2016,2.0,대구,회색
11990,BMW,53416,5시리즈 (G30),디젤,3890,2017,520d xDrive M 스포츠,경기,회색
11991,푸조,68312,5008 2세대,디젤,2540,2019,1.6 BlueHDi 알뤼르,경기,회색
11992,BMW,65261,7시리즈 (G11),디젤,5650,2016,730Ld xDrive 프리미엄,서울,회색
11993,랜드로버,56388,디스커버리 스포츠,디젤,3080,2017,2.0 TD4 HSE 럭셔리,서울,회색
11994,볼보,84284,XC60 2세대,가솔린+전기,6300,2019,T8 인스크립션,경기,회색
11995,BMW,74195,7시리즈 (G11),가솔린,6700,2016,750Li xDrive,경기,회색
11996,벤츠,46977,C-클래스 W205,디젤,2990,2016,C220 d 아방가르드,서울,회색
11997,아우디,118198,뉴 A4,가솔린,649,2010,2.0 TFSI,경기,회색
11998,BMW,67621,X6 (F16),디젤,5199,2016,xDrive 40d,대구,회색
11999,BMW,149234,3시리즈 (F30),디젤,1438,2015,320d,충남,회색
12000,인피니티,37904,Q50,가솔린+전기,2520,2016,3.5 하이브리드 하이테크,경기,회색
12001,벤츠,46954,AMG GT,가솔린,10100,2015,S 4.0 에디션1,경기,회색
12002,BMW,86288,5시리즈 (F10),가솔린,1830,2010,535i,경기,회색
12003,아우디,50521,TTS,가솔린,2990,2014,쿠페 2.0 TFSI 콰트로 컴피티션,경기,회색
12004,BMW,83735,3시리즈 GT (F34),디젤,2670,2018,GT 320d,경기,회색
12005,폭스바겐,46722,뉴 티구안,디젤,1550,2015,2.0 TDI 컴포트,서울,회색
12006,BMW,45806,X6 (F16),디젤,5890,2017,xDrive 30d,광주,회색
12007,BMW,64000,7시리즈 (G11),디젤,6350,2016,730Ld xDrive 프리미엄,부산,회색
12008,지프,25162,체로키(KL),가솔린,2830,2019,2.4 론지튜드 하이 AWD,서울,회색
12009,BMW,40149,3시리즈 GT (F34),디젤,2960,2018,GT 320d,부산,회색
12010,지프,6350,랭글러 (JL),가솔린,5851,2021,2.0 루비콘 파워 탑 4도어,경기,회색
12011,아우디,53151,뉴 A6,가솔린,3499,2017,40 TFSI 콰트로 프리미엄,경기,회색
12012,혼다,7432,어코드 10세대,가솔린,2690,2019,1.5 터보,대구,회색
12013,BMW,148473,5시리즈 (G30),디젤,3190,2017,520d xDrive M 스포츠 플러스,경기,회색
12014,랜드로버,97207,디스커버리 스포츠,디젤,2490,2016,2.0 TD4 SE,경기,회색
12015,미니,111541,쿠퍼 S,가솔린,700,2009,기본형,경기,회색
12016,벤츠,97541,CLS-클래스 C257,가솔린,7000,2019,CLS450 4MATIC AMG Line,경기,회색
12017,아우디,195463,S6,가솔린,800,2001,4.2 콰트로,경기,회색
12018,피아트,56110,500,가솔린,850,2013,1.4 팝,대구,회색
12019,랜드로버,78726,디스커버리 스포츠,디젤,2630,2016,2.0 TD4 HSE 럭셔리,경기,회색
12020,벤츠,52035,E-클래스 W213,가솔린,4500,2017,E300 익스클루시브,경기,회색
12021,벤츠,46977,C-클래스 W205,디젤,2990,2016,C220 d 아방가르드,서울,회색
12022,랜드로버,94375,디스커버리 5,디젤,4999,2017,3.0 TD6 퍼스트 에디션,대구,회색
12023,재규어,86775,XF (X260),디젤,2390,2017,20d 포트폴리오,부산,회색
12024,BMW,8500,X5 (G05),가솔린,9578,2021,M50i,광주,회색
12025,아우디,44854,Q5,디젤,2550,2015,45 TDI 콰트로,서울,회색
12026,아우디,200,A6 (C8),디젤,4360,2021,40 TDI 프리미엄,서울,회색
12027,벤츠,141156,CL-클래스 C216,가솔린,1899,2008,CL63 AMG,전북,회색
12028,포드,276700,F150,가솔린,2890,2011,5.0L,서울,회색
12029,미니,61643,쿠퍼 SD 컨트리맨,디젤,1800,2016,ALL4 파크레인,충남,회색
12030,벤츠,156000,S-클래스 W221,디젤,2370,2013,S350 블루텍,인천,회색
12031,벤츠,25198,E-클래스 W213,가솔린,4350,2018,E200 아방가르드,경기,회색
12032,볼보,149000,S80,디젤,1299,2014,D5,대구,회색
12033,푸조,63611,308 2세대,디젤,1617,2016,2.0 BlueHDi GT Line,서울,회색
12034,BMW,151301,5시리즈 (F10),가솔린,1250,2010,528i,경기,회색
12035,아우디,18324,Q7 (4M),가솔린,5750,2019,45 TFSI 콰트로,경기,회색
12036,BMW,169281,5시리즈 (F10),디젤,1430,2012,520d,울산,회색
12037,BMW,40149,3시리즈 GT (F34),디젤,2960,2018,GT 320d,부산,회색
12038,험머,89000,H3T,가솔린,3450,2009,3.7,경기,회색
12039,BMW,191335,5시리즈 (F10),디젤,1949,2016,520d xDrive M 에어로 다이나믹,경기,회색
12040,BMW,10010,3시리즈 (G20),가솔린,7350,2021,M340i,경기,회색
12041,BMW,86597,7시리즈 (G11),디젤,6890,2019,730Ld xDrive M 스포츠,경기,회색
12042,마세라티,2471,기블리,가솔린,7990,2020,3.0 그란루쏘,경기,회색
12043,롤스로이스,62584,고스트,가솔린,32590,2018,6.6 EWB V12,경기,회색
12044,벤츠,40742,CLS-클래스 C257,디젤,7450,2019,CLS400d 4MATIC AMG Line,서울,회색
12045,렉서스,61063,LS500 5세대,가솔린,7490,2019,3.5 플래티넘 AWD,경기,회색
12046,마세라티,37315,기블리,가솔린,4990,2015,3.0S Q4,부산,회색
12047,재규어,248500,S-TYPE,가솔린,780,2004,3.0,대구,회색
12048,푸조,9249,308 2세대,디젤,1960,2019,1.5 BlueHDi 알뤼르,경기,회색
12049,BMW,117477,5시리즈 (F10),디젤,2120,2015,520d xDrive,경기,회색
12050,BMW,16863,5시리즈 (G30),가솔린,5759,2019,530i xDrive M 스포츠 플러스,경기,회색
12051,포드,60811,이스케이프,가솔린,1540,2014,2.0,경기,회색
12052,포드,88316,익스플로러,가솔린,3350,2019,2.3 리미티드 4WD,인천,회색
12053,지프,30070,그랜드 체로키,가솔린,4500,2019,3.6 서밋,경기,회색
12054,벤츠,52035,E-클래스 W213,가솔린,4500,2017,E300 익스클루시브,경기,회색
12055,랜드로버,78726,디스커버리 스포츠,디젤,2630,2016,2.0 TD4 HSE 럭셔리,경기,회색
12056,폭스바겐,46309,아테온,디젤,3490,2019,2.0 TDI 프레스티지,대구,회색
12057,BMW,456,1시리즈 (F40),가솔린,3720,2021,120i 스포츠,부산,회색
12058,포르쉐,93194,파나메라,가솔린,4350,2011,4.8 4S,서울,회색
12059,BMW,130000,7시리즈 (E65),가솔린,790,2006,750i,인천,회색
12060,벤츠,90000,뉴 SLK-클래스,가솔린,3390,2013,55 AMG,인천,회색
12061,인피니티,25027,Q30,가솔린,2250,2018,2.0 프리미엄,부산,회색
12062,BMW,86597,7시리즈 (G11),디젤,6890,2019,730Ld xDrive M 스포츠,경기,회색
12063,마세라티,2471,기블리,가솔린,7990,2020,3.0 그란루쏘,경기,회색
12064,롤스로이스,62584,고스트,가솔린,32590,2018,6.6 EWB V12,경기,회색
12065,미니,9763,쿠퍼 S,가솔린,3250,2020,HIGH,경남,회색
12066,람보르기니,8000,우라칸,가솔린,34800,2020,에보 5.2,서울,회색
12067,페라리,6000,GTC4 루쏘,가솔린,34000,2018,6.3 V12,서울,회색
12068,벤츠,6600,CLS-클래스 C257,디젤,8400,2019,CLS400d 4MATIC,서울,회색
12069,렉서스,45000,LS460,가솔린,4000,2014,AWD,서울,회색
12070,벤츠,62800,E-클래스 W213,가솔린,5500,2019,E300 4MATIC 익스클루시브,서울,회색
12071,벤츠,18000,CLS-클래스 C257,가솔린,8750,2019,CLS450 4MATIC AMG Line,서울,회색
12072,포르쉐,6900,911 (992),가솔린,22600,2020,카레라 4S,서울,회색
12073,포르쉐,28000,파나메라 (971),가솔린,13800,2018,3.0 AWD,서울,회색
12074,마세라티,37315,기블리,가솔린,4990,2015,3.0S Q4,부산,회색
12075,스바루,74412,임프레자,가솔린,2800,2008,WRX STI,강원,회색
12076,포르쉐,45332,카이엔 (PO536),가솔린,11100,2020,3.0,경기,회색
12077,BMW,127793,X3 (F25),가솔린,1820,2013,xDrive 28i,경기,회색
12078,벤츠,74512,E-클래스 W213,가솔린,5550,2020,E300 4MATIC 익스클루시브,경기,회색
12079,푸조,9249,308 2세대,디젤,1960,2019,1.5 BlueHDi 알뤼르,경기,회색
12080,렉서스,45063,RX450h 4세대,가솔린+전기,5960,2019,이그제큐티브,경기,회색
12081,닷지,90204,램픽업,가솔린,4699,2016,5.7,경기,회색
12082,미니,128792,쿠퍼,가솔린,409,2006,파크 레인,대구,회색
12083,벤츠,44440,C-클래스 W205,가솔린,2790,2017,C200,대구,회색
12084,랜드로버,32840,레인지로버 4세대,가솔린,16900,2019,5.0 SC AB LWB,서울,회색
12085,폭스바겐,112917,뉴 파사트,디젤,590,2011,2.0 TDI 럭셔리에디션,서울,회색
12086,BMW,16863,5시리즈 (G30),가솔린,5759,2019,530i xDrive M 스포츠 플러스,경기,회색
12087,BMW,117477,5시리즈 (F10),디젤,2120,2015,520d xDrive,경기,회색
12088,BMW,110028,X5 (E70),가솔린,2190,2011,xDrive 35i,경기,회색
12089,포드,60811,이스케이프,가솔린,1540,2014,2.0,경기,회색
12090,BMW,37055,5시리즈 (G30),가솔린,4600,2018,530i xDrive M 스포츠,부산,회색
12091,지프,32082,랭글러 (JL),가솔린,5690,2020,2.0 오버랜드 파워 탑 4도어,경기,회색
12092,도요타,66763,RAV4,가솔린+전기,2530,2017,2.5 4WD 하이브리드,서울,회색
12093,포드,88316,익스플로러,가솔린,3350,2019,2.3 리미티드 4WD,인천,회색
12094,폭스바겐,92190,파사트 GT(B8),디젤,2200,2018,2.0 TDI 프리미엄,경기,회색
12095,벤츠,8481,GLC-클래스 X253,가솔린+전기,5970,2019,GLC350e 4MATIC AMG Line,경기,회색
12096,캐딜락,40715,에스컬레이드,가솔린,6400,2017,6.2,경기,회색
12097,아우디,35702,Q7 (4M),디젤,4799,2016,35 TDI 콰트로 프리미엄,경기,회색
12098,스마트,41313,포투 카브리오,가솔린,1640,2014,펄스 MHD,경기,회색
12099,아우디,71108,Q7,가솔린,1950,2008,3.6 FSI 콰트로 디럭스,경기,회색
12100,인피니티,137687,G37,가솔린,600,2010,세단 스포츠,경기,회색
12101,볼보,11623,S90,디젤,4480,2019,D5 AWD 모멘텀,광주,회색
12102,렉서스,45063,RX450h 4세대,가솔린+전기,5960,2019,이그제큐티브,경기,회색
12103,BMW,135011,5시리즈 (G30),디젤,3159,2018,520d M 스포츠,경기,회색
12104,푸조,10912,3008 2세대,디젤,3149,2019,1.5 BlueHDi GT Line,서울,회색
12105,캐딜락,3773,CT4,가솔린,3699,2020,2.0 스포츠,대구,회색
12106,BMW,43392,1시리즈 (F20),디젤,1950,2019,118d 스포츠 5도어,경기,회색
12107,BMW,127793,X3 (F25),가솔린,1820,2013,xDrive 28i,경기,회색
12108,랜드로버,93563,디스커버리 스포츠,디젤,2590,2017,2.0 TD4 HSE 럭셔리,경기,회색
12109,혼다,28778,어코드 10세대,가솔린+전기,3270,2019,2.0 하이브리드 투어링,경기,회색
12110,마세라티,22947,르반떼,가솔린,7080,2019,3.0 AWD 프리미엄,경기,회색
12111,도요타,66763,RAV4,가솔린+전기,2530,2017,2.5 4WD 하이브리드,서울,회색
12112,렉서스,32443,RX450h 4세대,가솔린+전기,5030,2019,이그제큐티브,서울,회색
12113,랜드로버,32840,레인지로버 4세대,가솔린,16900,2019,5.0 SC AB LWB,서울,회색
12114,마세라티,53000,기블리,디젤,4900,2017,3.0 디젤,경기,회색
12115,포르쉐,45332,카이엔 (PO536),가솔린,11100,2020,3.0,경기,회색
12116,BMW,182000,5시리즈 (G30),디젤,3250,2018,530d M 스포츠,경기,회색
12117,벤츠,74512,E-클래스 W213,가솔린,5550,2020,E300 4MATIC 익스클루시브,경기,회색
12118,BMW,40197,4시리즈 (F32),가솔린,3890,2017,428i M 스포츠 컨버터블,서울,회색
12119,아우디,17393,A6 (C8),가솔린,0,2020,45 TFSI 콰트로,경기,회색
