,brand,name,info,type,km,year,accident,color,location,price,wd
38063,기아,스포티지,디젤 2.0 2WD 노블레스세부등급 없음,디젤,43460,2017,단순사고(접촉),기타,경북,1740,2WD
38064,기아,카니발,9인승 노블레스,디젤,95797,2015,무사고,회색,서울,1990,2WD
38065,기아,K5,가솔린 2.0노블레스,가솔린,14598,2020,단순교환,검정색,경남,2810,2WD
38066,기아,모닝,바이퓨얼 스마트,가솔린+LPG,30316,2016,단순교환,흰색,인천,630,2WD
38067,기아,모하비,디젤 3.0 4WD프레지던트,디젤,59047,2017,단순교환,회색,충남,2860,4WD
38070,기아,모닝,럭셔리,가솔린,12910,2018,무사고,회색,인천,950,2WD
38072,기아,모닝,바이퓨얼 스마트,가솔린+LPG,69288,2016,무사고,흰색,서울,650,2WD
38078,기아,K7,2.4 GDI 프레스티지 스페셜,가솔린,177188,2014,무사고,검정색,서울,1030,2WD
38079,기아,프라이드,1.6 GDI 해치백럭셔리,가솔린,124551,2014,단순교환,회색,인천,630,2WD
38083,기아,마스터,디젤 3.0 4WD마스터즈 7인승,디젤,11388,2020,무사고,회색,인천,5100,4WD
38084,기아,K7,LPI 3.0 럭셔리,LPG,123412,2015,무사고,검정색,인천,1210,2WD
