,brand,name,info,type,km,year,color,location,accident,price
3832,현대,아반떼 AD,1.6 GDI 프리미엄,가솔린,52994,2016,흰색,경기/인천,무사고,1600
3833,르노삼성,QM6,가솔린 2WD RE,가솔린,43752,2018,흰색,경북,무사고,2100
3834,쌍용,렉스턴 스포츠 칸,디젤 2.2 4WD (다이내믹 5링크)프레스티지 스페셜,디젤,20233,2020,쥐색,경기/인천,무사고,2730
3835,기아,더 뉴 카니발,가솔린 7인승 하이리무진프레지던트,가솔린,12180,2019,검정색,전북,무사고,4590
3836,아우디,뉴 A6 (C7),45 TDI 콰트로 다이나믹C7,디젤,116206,2015,검정색,경기/인천,단순교환,2140
3837,렉서스,뉴 ES300h,슈프림XV60,가솔린+전기,41633,2016,연금색,서울,무사고,3250
3838,제네시스,G80,3.3 GDI AWD프레스티지,가솔린,54808,2018,검정색,경기/인천,무사고,3910
3839,BMW,4시리즈 (F32),420d 그란쿠페 비전 100 에디션,디젤,73043,2017,검정색,경기/인천,단순교환,2910
3840,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LT디럭스,가솔린,23587,2017,쥐색,경기/인천,무사고,1670
3841,기아,K9,3.3 GDI 프레스티지기본형,가솔린,58539,2013,검정색,서울,무사고,1820
3842,르노삼성,더 뉴 QM6,가솔린 2WD2.0 GDe RE 시그니쳐,가솔린,17844,2020,흰색,전북,단순교환,2420
3843,기아,더 뉴 프라이드,4DR 1.4 MPI트렌디,가솔린,99839,2015,흰색,경기/인천,단순사고(접촉),690
3844,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,68788,2019,검정색,서울,무사고,1750
3845,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,42326,2019,검정색,경기/인천,무사고,1820
3846,기아,더 뉴 모하비,디젤 3.0 4WD프레지던트,디젤,133952,2017,검정색,경기/인천,무사고,2630
3847,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,3343,2021,진주색,경남,무사고,1300
3848,폭스바겐,T-Roc,2.0 디젤프레스티지,디젤,1805,2021,쥐색,서울,무사고,3400
3849,미니,쿠퍼 클럽맨(2세대),기본형,가솔린,26118,2019,쥐색,경북,무사고,2730
3850,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,27964,2016,검정색,경남,무사고,990
3851,폭스바겐,티구안 2세대,2.0 TDI 4모션 프레스티지,디젤,43119,2018,은색,전남,무사고,3150
3852,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,55896,2019,검정색,경기/인천,무사고,1780
3853,기아,올 뉴 K7,3.0 GDI 리미티드,가솔린,115672,2018,검정색,경기/인천,무사고,1970
3854,기아,뉴모닝,LX기본형 블랙프리미엄,가솔린,59666,2008,은색,경기/인천,단순교환,320
3855,르노삼성,뉴SM5(신형),LE,가솔린,103730,2010,검정색,충남,무사고,550
3856,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LT디럭스,가솔린,36284,2018,흰색,경남,무사고,1850
3857,현대,그랜저 IG 하이브리드,익스클루시브스페셜,가솔린+전기,79128,2017,쥐색,경남,무사고,2790
3858,볼보,XC90 2세대,D5 인스크립션,디젤,79582,2018,검정색,충남,무사고,6250
3859,기아,더 뉴 쏘렌토,디젤 2.2 2WD노블레스,디젤,102947,2018,흰색,경북,무사고,2260
3860,현대,i30 (PD),디젤 1.6스마트,디젤,80067,2018,쥐색,경기/인천,무사고,1510
3861,기아,더 뉴 레이,시그니처,가솔린,9432,2021,검정색,경남,단순교환,1490
3862,쉐보레(GM대우),말리부,2.0 LTZ 디럭스팩(블랙휠),가솔린,71679,2013,쥐색,서울,무사고,950
3863,기아,더 K9,3.3 T-GDI AWD마스터즈 Ⅱ,가솔린,29663,2019,검정색,서울,무사고,5120
3864,현대,더 뉴 아반떼 AD,1.6스마트,가솔린,37512,2020,검정색,경남,무사고,1710
3865,기아,올 뉴 카니발,9인승 하이리무진프레스티지,디젤,62566,2017,진주색,경남,무사고,3090
3866,기아,스팅어,2.0 터보 2WD플래티넘,가솔린,30944,2019,검정색,전북,단순교환,3030
3867,기아,더 뉴 카니발,가솔린 9인승 하이리무진노블레스 스페셜,가솔린,65856,2019,흰색,서울,무사고,3830
3868,벤츠,S-클래스 W222,S560L 4MATIC,가솔린,27781,2019,검정색,경기/인천,단순사고(접촉),12100
3869,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,58475,2018,검정색,경북,단순교환,3220
3870,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LT프리미엄,가솔린,69876,2018,검정색,전남,무사고,1590
3871,볼보,V40,D42세대,디젤,40838,2016,쥐색,서울,무사고,1870
3872,현대,더 뉴 코나,가솔린 터보 1.6 2WD모던,가솔린,2267,2021,흰색,경기/인천,무사고,2250
3873,현대,올 뉴 투싼,디젤 1.7 2WD모던,디젤,69522,2016,쥐색,경북,무사고,1670
3874,현대,아반떼 MD,M16 GDI 에비뉴,가솔린,33073,2013,흰색,서울,무사고,1020
3875,기아,더 뉴 레이,캠핑카,가솔린,2586,2022,검정색,경기/인천,무사고,2750
3876,현대,베라크루즈,디젤 2WD 익스클루시브스페셜,디젤,97729,2015,검정색,경기/인천,무사고,2040
3877,현대,그랜저 HG,HG240 럭셔리,가솔린,118034,2012,흰색,경기/인천,단순교환,890
3878,기아,셀토스,가솔린 터보 1.6 4WD시그니처,가솔린,18437,2021,흰색,충남,무사고,2890
3879,르노삼성,뉴SM5 플래티넘,1.6 TCE기본형,가솔린,109688,2014,검정색,경남,무사고,750
3880,현대,아반떼 AD,1.6 GDI 프리미엄,가솔린,94531,2016,은색,경기/인천,단순교환,1360
3881,기아,카니발 R,그랜드 카니발 GLX고급형,디젤,107578,2014,흰색,전남,무사고,960
3882,현대,LF 쏘나타,LPI 프리미엄 스페셜,LPG,104224,2014,검정색,경남,단순사고(접촉),1190
3883,현대,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브세부등급 없음,디젤,97190,2015,흰색,경기/인천,단순교환,1530
3884,기아,더 뉴 카니발,가솔린 7인승 하이리무진프레지던트,가솔린,12450,2019,흰색,서울,무사고,4590
3885,쉐보레(GM대우),트랙스,1.4 LTZ,가솔린,70947,2015,빨간색,서울,무사고,1080
3886,현대,그랜저 HG 하이브리드,프리미엄,가솔린+전기,76955,2015,흰색,서울,무사고,1850
3887,기아,올 뉴 모닝 (JA),프레스티지,가솔린,8981,2017,검정색,경기/인천,무사고,1090
3888,기아,더 뉴 K3,트렌디세부등급 없음,가솔린,66934,2016,은색,전남,무사고,1180
3889,현대,i30(신형),1.6 GDI PYL,가솔린,118609,2014,흰색,경기/인천,무사고,990
3890,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,47636,2016,쥐색,경기/인천,단순교환,1050
3891,현대,아반떼 AD,1.6 GDI 스마트세부등급 없음,가솔린,42861,2017,청색,경기/인천,무사고,1340
3892,현대,싼타페 더 프라임,디젤 2.0 2WD익스클루시브 스페셜,디젤,59798,2017,흰색,서울,무사고,2500
3893,르노삼성,All New SM7,LE기본형,가솔린,74064,2012,은색,서울,단순교환,760
3894,르노삼성,SM6,2.0 LPe LE (장애인용),LPG,94123,2016,쥐색,경기/인천,단순교환,1360
3895,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,52070,2017,흰색,서울,무사고,1950
3896,쉐보레(GM대우),어메이징 뉴 크루즈 5,1.4 터보 LTZ,가솔린,99060,2016,갈색,경기/인천,무사고,890
3897,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,132190,2013,진주색,경북,무사고,1410
3898,기아,올 뉴 K3,프레스티지,가솔린,21451,2019,진주색,경기/인천,무사고,1850
3899,기아,봉고III 트럭 CRDi 카고,1톤 초장축 킹캡프레스티지,디젤,55222,2019,흰색,전북,단순교환,1420
3900,현대,쏘나타 뉴 라이즈,1.6 터보 마이 시티 에디션,가솔린,102817,2018,검정색,서울,무사고,1730
3901,현대,올 뉴 투싼,디젤 1.7 2WD모던 피버,디젤,68519,2017,흰색,경북,단순교환,1790
3902,기아,더 뉴 카니발,9인승 하이리무진노블레스 스페셜,디젤,20168,2019,흰색,전남,단순교환,4120
3903,현대,그랜저 뉴 럭셔리,LPI Q270 개인형,LPG,35136,2010,검정색,경기/인천,무사고,670
3904,기아,올 뉴 K7,3.0 GDI 리미티드,가솔린,39862,2018,검정색,경기/인천,무사고,2630
3905,르노삼성,QM6,디젤 4WD RE 시그니처,디젤,83402,2017,검정색,경기/인천,무사고,1870
3906,현대,LF 쏘나타,2.0 프리미엄세부등급 없음,가솔린,50567,2016,쥐색,경기/인천,무사고,1680
3907,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,33344,2016,검정색,서울,무사고,810
3908,아우디,뉴 A4 (B8),30 TDIB8,가솔린,109862,2014,청색,경남,단순사고(접촉),1320
3909,기아,올 뉴 K7,3.3 GDI 노블레스세부등급 없음,가솔린,73272,2016,검정색,서울,무사고,1860
3910,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,27655,2017,진주색,경기/인천,무사고,860
3911,현대,쏘나타 DN8,2.0 가솔린프리미엄 밀레니얼,가솔린,10494,2021,흰색,서울,무사고,2670
3912,쉐보레(GM대우),임팔라,2.5 LTZ,가솔린,87266,2017,검정색,경북,단순교환,1600
3913,르노삼성,SM6,1.6 TCe LE,가솔린,108708,2016,쥐색,경기/인천,무사고,1350
3914,기아,더 뉴 K7,2.4 GDI 프레스티지 스페셜,가솔린,86192,2014,검정색,경기/인천,단순교환,1380
3915,기아,더 뉴 쏘렌토,디젤 2.0 4WD마스터 스페셜,디젤,35601,2020,검정색,서울,무사고,3290
3916,현대,올 뉴 투싼 TL,가솔린 1.6 터보 AWD프리미엄,가솔린,60849,2019,흰색,경기/인천,무사고,2740
3917,쉐보레(GM대우),말리부,2.0 LT 디럭스팩,가솔린,79344,2015,진주색,경기/인천,무사고,970
3918,현대,그랜저 IG,2.4 모던,가솔린,41050,2018,검정색,전남,무사고,1970
3919,기아,스팅어,2.0 터보 2WD플래티넘,가솔린,3421,2020,빨간색,경기/인천,무사고,3790
3920,기아,레이,프레스티지,가솔린,108298,2012,연두색,경남,무사고,780
3921,기아,올 뉴 K7,3.3 GDI 노블레스스페셜,가솔린,53335,2017,검정색,경기/인천,사고,2130
3922,아우디,뉴 A4 (B8),30 TDI 리미티드 에디션B8,디젤,80037,2016,흰색,경기/인천,단순교환,1970
3923,시트로엥,C3 에어크로스,디젤 1.5필,디젤,7959,2019,검정색,경기/인천,무사고,1850
3924,현대,제네시스,BH330 럭셔리기본형,가솔린,105250,2012,은회색,경기/인천,무사고,1180
3925,미니,쿠퍼 (2세대),SD 기본형,디젤,49050,2012,진주색,경기/인천,단순사고(접촉),1230
3926,기아,더 뉴 쏘렌토,디젤 2.0 2WD노블레스 스페셜,디젤,27146,2018,쥐색,경기/인천,단순교환,2910
3927,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,39990,2017,은회색,경기/인천,단순교환,1340
3928,기아,K7 프리미어,가솔린 3.0시그니처,가솔린,5881,2020,검정색,경기/인천,무사고,3540
3929,기아,더 뉴 K7,3.0 GDI 프레스티지 스페셜,가솔린,107590,2014,검정색,경기/인천,단순교환,1280
3930,현대,싼타페 더 프라임,디젤 2.0 4WD익스클루시브 스페셜,디젤,95634,2016,은색,경기/인천,무사고,1930
3931,BMW,5시리즈 GT (F07),GT ED Edition,디젤,84138,2013,청색,경기/인천,무사고,2400
3932,기아,더 뉴 모하비,디젤 3.0 4WDVIP,디젤,53546,2017,흰색,경기/인천,무사고,2910
3933,현대,팰리세이드,가솔린 3.8 4WD프레스티지 (7인승),가솔린,25384,2019,검정색,경남,무사고,4160
3934,쌍용,베리 뉴 티볼리,1.5 가솔린 2WDV5,가솔린,10008,2020,청색,경기/인천,무사고,1920
3935,현대,LF 쏘나타,2.0 스마트세부등급 없음,가솔린,29375,2015,흰색,경북,무사고,1560
3936,기아,더 뉴 K5 2세대,2.0노블레스,가솔린,46895,2019,흰색,경기/인천,무사고,2040
3937,기아,올 뉴 K7,3.0 LPI 럭셔리,LPG,116834,2016,쥐색,경북,무사고,1560
3938,제네시스,G80,3.3 GDI럭셔리,가솔린,57294,2018,쥐색,경기/인천,무사고,2890
3939,기아,올 뉴 K3,프레스티지,가솔린,22609,2019,흰색,경남,무사고,1790
3940,기아,K7 하이브리드,700h 프레스티지,가솔린+전기,129957,2014,검정색,전북,무사고,1400
3941,기아,쏘렌토 4세대,디젤 2.2 2WD시그니처,디젤,7769,2021,흰색,경남,무사고,4390
3942,현대,아반떼 MD,M16 GDI 럭셔리,가솔린,98517,2011,은색,경북,무사고,590
3943,기아,쏘울 부스터,1.6 T-GDI 노블레스,가솔린,17187,2019,청색,경북,무사고,1830
3944,쌍용,베리 뉴 티볼리,1.6 디젤 2WDV5,디젤,20325,2020,진주색,경남,무사고,1980
3945,기아,올 뉴 K7,2.4 GDI  노블레스,가솔린,26140,2019,검정색,경기/인천,단순사고(접촉),2090
3946,BMW,5시리즈 (G30),520d M 스포츠,디젤,52431,2017,검정색,충북,단순교환,3830
3947,기아,올 뉴 K3,프레스티지,가솔린,32392,2020,진주색,서울,무사고,1860
3948,벤츠,S-클래스 W222,S350 블루텍 4MATIC,디젤,148661,2015,은색,서울,단순교환,4550
3949,현대,벨로스터,익스트림,가솔린,135781,2012,빨간색,경남,단순사고(접촉),680
3950,쌍용,티볼리 아머,기어 에디션 2WD,가솔린,49626,2018,흰색,경기/인천,무사고,1600
3951,쉐보레(GM대우),더 뉴 트랙스,1.4 LT세부등급 없음,가솔린,60819,2018,검정색,경기/인천,단순사고(접촉),1260
3952,벤츠,E-클래스 W212,E350,가솔린,81403,2013,검정색,경기/인천,무사고,1830
3953,기아,K8,가솔린 2.5시그니처,가솔린,12879,2022,쥐색,경북,무사고,4400
3954,현대,아반떼 AD,1.6 GDI 프리미엄,가솔린,59819,2017,쥐색,경북,무사고,1560
3955,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,61854,2016,쥐색,경북,무사고,1770
3956,쉐보레(GM대우),올란도,2.0 디젤 LTZ프리미엄,디젤,107568,2014,흰색,경기/인천,무사고,910
3957,BMW,5시리즈 (F10),528i xDrive,가솔린,73629,2014,쥐색,서울,단순교환,2440
3958,기아,K5 3세대,가솔린 터보 1.6프레스티지,가솔린,19571,2020,흰색,서울,단순사고(접촉),2760
3959,현대,그랜드 스타렉스,5인승 밴스마트,디젤,100925,2016,은색,경기/인천,단순사고(접촉),1410
3960,쉐보레(GM대우),말리부,2.0 LTZ 디럭스팩(블랙휠),가솔린,87731,2014,흰색,경기/인천,무사고,1050
3961,현대,그랜저 HG,HG300 익스클루시브,가솔린,79295,2014,검정색,경기/인천,무사고,1450
3962,현대,쏘나타 DN8,2.0 가솔린프리미엄 밀레니얼,가솔린,18449,2020,흰색,전남,무사고,2790
3963,현대,아슬란,G300 모던 스페셜,가솔린,95843,2016,검정색,경기/인천,무사고,1660
3964,르노삼성,SM6,1.6 TCe RE,가솔린,90521,2016,쥐색,서울,무사고,1520
3965,현대,코나,1.6 터보 2WD모던 팝,가솔린,26815,2018,흰색,경기/인천,단순사고(접촉),1890
3966,현대,맥스크루즈,디젤(e-VGT) 2.2 4WD 익스클루시브기본형,디젤,93117,2015,쥐색,경기/인천,무사고,1830
3967,기아,K5 3세대,가솔린 터보 1.6프레스티지,가솔린,7771,2021,흰색,경남,무사고,2880
3968,현대,그랜저 IG,3.0 익스클루시브스페셜,가솔린,89140,2019,검정색,경기/인천,무사고,2250
3969,제네시스,G70,2.0T스포츠 패키지,가솔린,34157,2019,청색,경기/인천,무사고,3610
3970,르노삼성,XM3,가솔린 터보 1.3RE 시그니쳐,가솔린,11732,2020,진주색,경기/인천,무사고,2190
3971,쉐보레(GM대우),더 뉴 말리부,1.3 터보 LT디럭스,가솔린,53723,2019,검정색,서울,무사고,1830
3972,제네시스,EQ900,3.8 GDI AWD프리미엄 럭셔리,가솔린,126870,2016,검정색,경북,단순교환,3160
3973,현대,베르나(신형),가솔린 1.4 DOHC 엘레강스,가솔린,96468,2009,흰색,서울,무사고,320
3974,기아,모하비 더 마스터,디젤 3.0 4WD마스터즈 6인승,디젤,55098,2020,검정색,경북,무사고,4450
3975,르노삼성,뉴QM3,LE,디젤,28729,2018,진주색,경남,무사고,1490
3976,현대,아반떼 MD,M16 GDI 탑,가솔린,20084,2012,검정색,경기/인천,사고,850
3977,현대,그랜저 IG,2.4 프리미엄스페셜,가솔린,57519,2017,쥐색,경기/인천,무사고,2450
3978,쉐보레(GM대우),크루즈,1.8 LTZ+,가솔린,79547,2012,은색,경기/인천,단순교환,530
3979,벤츠,A-클래스 W176,A200,가솔린,27470,2016,은색,경북,무사고,2150
3980,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LT세부등급 없음,가솔린,48521,2018,검정색,경기/인천,무사고,1460
3981,현대,맥스크루즈,디젤(e-VGT) 2.2 4WD 익스클루시브스페셜,디젤,86280,2015,청색,경기/인천,무사고,1990
3982,쌍용,뉴코란도 C,2.2 RX 2WD최고급형,디젤,84641,2016,흰색,서울,무사고,1100
3983,현대,그랜저 IG,2.4 프리미엄스페셜,가솔린,51518,2018,청색,서울,무사고,2400
3984,폭스바겐,올 뉴 제타,1.4 가솔린1.4 프레스티지,가솔린,17293,2020,은색,서울,무사고,2450
3985,기아,더 뉴 쏘렌토,디젤 2.2 2WD노블레스,디젤,67730,2018,진주색,경기/인천,무사고,2430
3986,르노삼성,SM7 노바,RE,가솔린,44130,2016,진주색,경기/인천,사고,1560
3987,르노삼성,SM7 노바,2.5 V6,가솔린,57584,2017,흰색,서울,무사고,1750
3988,현대,아반떼 AD,1.6 GDI 모던스페셜,가솔린,47977,2016,흰색,경기/인천,단순교환,1500
3989,현대,쏘나타 하이브리드,2.0프리미어,가솔린+전기,87898,2012,흰색,서울,단순교환,990
3990,현대,벨로스터,DCT팩,가솔린,55175,2013,쥐색,경기/인천,무사고,890
3991,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,60583,2016,은색,경기/인천,무사고,1810
3992,지프,레니게이드,2.4 리미티드 AWD,가솔린,27508,2019,쥐색,경기/인천,무사고,2870
3993,쉐보레(GM대우),더 넥스트 스파크,LT플러스,가솔린,29464,2016,하늘색,서울,단순교환,740
3994,현대,아반떼 AD,1.6 터보 스포츠7DCT,가솔린,83025,2017,쥐색,경기/인천,단순사고(접촉),1380
3995,미니,쿠퍼 (3세대),S JCW,가솔린,13287,2020,녹색,서울,단순사고(접촉),3340
3996,르노삼성,SM5 노바,클래식,가솔린,43740,2017,은색,경북,무사고,1050
3997,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,40055,2017,검정색,경기/인천,단순사고(접촉),3120
3998,기아,셀토스,가솔린 터보 1.6 4WD노블레스,가솔린,32759,2020,청색,충북,무사고,2690
3999,현대,벨로스터-N,T-Gdi 2.0N 퍼포먼스패키지,가솔린,41948,2019,흰색,경기/인천,무사고,2450
4000,쌍용,뷰티풀 코란도,가솔린 2WDC7,가솔린,40118,2020,검정색,충북,단순교환,2290
4001,제네시스,G70,3.3T 스포츠엘리트,가솔린,33342,2019,쥐색,전북,무사고,3530
4002,기아,K7 하이브리드,700h 프레스티지,가솔린+전기,70002,2014,흰색,경남,무사고,1730
4003,현대,벨로스터 (JS),1.6 터보 스포츠코어,가솔린,61570,2018,노란색,서울,단순사고(접촉),1660
4004,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,96111,2016,검정색,경기/인천,무사고,2590
4005,볼보,V90 크로스컨트리,T5 프로 AWD,가솔린,23569,2020,흰색,경기/인천,무사고,6300
4006,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,24936,2018,검정색,경기/인천,무사고,1950
4007,지프,레니게이드,2.4 리미티드,가솔린,22719,2019,흰색,경기/인천,무사고,2780
4008,아우디,뉴 A6 (C7),2.0 TDI 다이나믹C7,디젤,104594,2013,흰색,전북,무사고,1780
4009,기아,카니발 R,그랜드 카니발 GLX고급형,디젤,81888,2013,빨간색,경기/인천,단순교환,940
4010,현대,팰리세이드,가솔린 3.8 4WD프레스티지 (7인승),가솔린,26074,2019,쥐색,서울,무사고,3920
4011,쉐보레(GM대우),임팔라,2.5 LTZ,가솔린,73524,2016,검정색,경남,단순교환,1670
4012,현대,쏠라티,15인승럭셔리,디젤,30643,2020,흰색,전남,무사고,5200
4013,BMW,5시리즈 (F10),528i,가솔린,107273,2015,흰색,서울,무사고,2400
4014,기아,K8,가솔린 3.5 2WD시그니처,가솔린,2939,2022,흰색,경북,무사고,4890
4015,기아,더 뉴 쏘렌토,디젤 2.0 2WD프레스티지,디젤,45342,2020,쥐색,경기/인천,무사고,2530
4016,기아,스팅어,2.0 터보 AWD플래티넘,가솔린,38500,2018,은색,경기/인천,무사고,2930
4017,르노삼성,SM7 노바,LPLI 2.0 LPe세부등급없음,LPG,92999,2016,검정색,경기/인천,무사고,1090
4018,쌍용,베리 뉴 티볼리,1.5 가솔린 2WDV3,가솔린,2139,2021,기타,서울,무사고,1770
4019,기아,더 K9,3.8 GDI AWD그랜드 플래티넘,가솔린,39079,2020,청색,서울,무사고,4980
4020,기아,올 뉴 K3,프레스티지,가솔린,26353,2019,흰색,경기/인천,무사고,1910
4021,BMW,3시리즈 (F30),320d,디젤,57682,2018,흰색,경기/인천,무사고,2880
4022,제네시스,더 뉴 G70,가솔린 터보 3.3스포츠 패키지 AWD,가솔린,5379,2021,은색,경남,무사고,5290
4023,기아,더 K9,3.3 T-GDI AWD마스터즈 Ⅱ,가솔린,33421,2020,검정색,경기/인천,무사고,4690
4024,시트로엥,C3 에어크로스,디젤 1.5필,디젤,7517,2019,검정색,서울,단순교환,1720
4025,쉐보레(GM대우),더 뉴 스파크,LT,가솔린,1097,2019,흰색,경기/인천,무사고,1060
4026,현대,아반떼 하이브리드 (CN7),인스퍼레이션,가솔린+전기,12245,2021,검정색,충남,무사고,2820
4027,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,128047,2015,검정색,경북,단순교환,680
4028,기아,올 뉴 K3,노블레스,가솔린,39852,2019,흰색,경기/인천,단순교환,1780
4029,현대,그랜저 HG,HG240 모던,가솔린,122923,2014,은색,서울,무사고,1080
4030,기아,셀토스,가솔린 터보 1.6 2WD프레스티지,가솔린,14509,2020,흰색,경기/인천,무사고,2380
4031,현대,그랜저 HG,HG240 럭셔리,가솔린,101464,2012,검정색,경기/인천,무사고,990
4032,기아,더 뉴 K3 2세대,시그니처,가솔린,1224,2022,흰색,경기/인천,무사고,2460
4033,현대,아반떼 AD,1.6 GDI 스마트세부등급 없음,가솔린,121947,2017,흰색,경기/인천,무사고,1050
4034,현대,쏘나타 뉴 라이즈,2.0 터보 스마트,가솔린,99997,2018,청색,경기/인천,단순교환,1380
4035,현대,싼타페 TM,가솔린 2.0T 4WD인스퍼레이션,가솔린,15540,2020,흰색,서울,무사고,3480
4036,현대,더 뉴 아반떼,1.6 GDi 모던기본형,가솔린,118638,2014,흰색,충남,단순교환,880
4037,BMW,3시리즈 (F30),320d M 스포츠,디젤,50424,2018,흰색,경기/인천,무사고,3080
4038,쉐보레(GM대우),콜로라도,가솔린 4WD3.6 익스트림-X,LPG,35312,2020,쥐색,전북,무사고,3850
4039,르노삼성,SM5 노바,클래식,가솔린,14175,2018,진주색,경북,무사고,1420
4040,BMW,3시리즈 (F30),320d,디젤,23627,2018,흰색,경북,무사고,3200
4041,벤츠,S-클래스 W222,S560L 4MATIC,가솔린,52414,2018,쥐색,경기/인천,무사고,11200
4042,현대,쏘나타 DN8,2.0 가솔린인스퍼레이션,가솔린,43906,2020,흰색,경기/인천,무사고,2710
4043,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,42576,2019,검정색,경남,무사고,1790
4044,기아,스팅어 마이스터,3.3 터보 2WD마스터즈 터보 패키지,가솔린,4499,2021,쥐색,충북,무사고,4040
4045,쌍용,티볼리,디젤 LX 2WD,디젤,68003,2016,청색,서울,무사고,1320
4046,현대,그랜저 IG,2.4 모던,가솔린,44719,2019,검정색,경남,무사고,2170
4047,기아,더 뉴 K5 2세대,2.0 LPI프레스티지,LPG,27357,2019,은색,경기/인천,무사고,1860
4048,현대,YF 쏘나타,Y20 탑고급형,가솔린,85987,2010,검정색,충남,단순교환,750
4049,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,54097,2018,흰색,경기/인천,무사고,870
4050,쉐보레(GM대우),임팔라,3.6 프리미어,가솔린,57905,2019,검정색,경기/인천,무사고,2290
4051,포드,익스플로러,2.3 리미티드 4WD5세대,가솔린,91464,2016,검정색,경기/인천,무사고,2700
4052,기아,더 뉴 K9,3.3 GDI 이그제큐티브,가솔린,62029,2016,쥐색,서울,무사고,2550
4053,기아,더 뉴 카니발,가솔린 9인승 노블레스 스페셜,가솔린,52107,2019,흰색,전남,무사고,3180
4054,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,85870,2018,검정색,경기/인천,무사고,2960
4055,현대,아반떼 (CN7),가솔린 1.6스마트,가솔린,10711,2021,흰색,경기/인천,단순교환,1830
4056,기아,올 뉴 카니발,7인승 리무진VIP,디젤,101783,2018,검정색,서울,무사고,2170
4057,미니,쿠퍼 (3세대) 5도어,S 기본형,가솔린,21250,2019,진주색,경기/인천,무사고,3230
4058,현대,쏘나타 DN8,2.0 가솔린프리미엄 패밀리,가솔린,41301,2020,쥐색,경기/인천,무사고,2360
4059,쉐보레(GM대우),스파크,스파크 SLS+,가솔린,45006,2014,흰색,경기/인천,무사고,540
4060,현대,싼타페 TM,디젤 2.0 2WD프레스티지,디젤,16310,2020,흰색,경북,무사고,3170
4061,닛산,370Z,3.7 쿠페Z34,가솔린,19866,2017,청색,경기/인천,무사고,2650
4062,쉐보레(GM대우),트레일블레이저,1.3 가솔린 터보 2WD엑티브,가솔린,9045,2022,주황색,경기/인천,무사고,2590
4063,제네시스,G80,3.3 GDI AWD프리미엄 럭셔리,가솔린,97005,2017,쥐색,경기/인천,무사고,2950
4064,제네시스,G80,3.3 GDI프리미엄 럭셔리,가솔린,70914,2017,검정색,경남,무사고,2950
4065,벤츠,C-클래스 W205,C200 d,디젤,73452,2017,청색,경남,무사고,2720
4066,기아,K7 프리미어,가솔린 3.0시그니처,가솔린,27155,2020,흰색,경기/인천,단순교환,3280
4067,현대,아반떼 AD,1.6 GDI 모던세부등급 없음,가솔린,25657,2016,쥐색,서울,무사고,1550
4068,현대,쏘나타 더 브릴리언트,LPI 프리미엄 스페셜,LPG,80129,2014,흰색,경북,무사고,970
4069,기아,더 뉴 K7,2.4 GDI 프레스티지,가솔린,84002,2013,은회색,경기/인천,무사고,1180
4070,기아,K5 3세대,가솔린 터보 1.6시그니처,가솔린,25974,2020,은회색,서울,무사고,3150
4071,현대,그랜저 HG,HG240 럭셔리,가솔린,87740,2012,검정색,경기/인천,무사고,1080
4072,현대,올 뉴 투싼,디젤 2.0 2WD프리미엄,디젤,63200,2017,검정색,경기/인천,단순교환,2100
4073,기아,더 뉴 카니발,가솔린 7인승 하이리무진프레지던트,가솔린,6820,2020,흰색,서울,무사고,4800
4074,쉐보레(GM대우),캡티바,2WD 어드벤처 패키지,디젤,110738,2015,쥐색,경기/인천,단순교환,970
4075,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,25222,2017,흰색,경기/인천,무사고,1480
4076,현대,그랜저 IG,3.0 프리미엄,가솔린,36804,2019,검정색,경기/인천,단순사고(접촉),2320
4077,현대,팰리세이드,디젤 2.2 2WD프레스티지 (7인승),디젤,35176,2019,흰색,경북,무사고,4130
4078,기아,스포티지 R,가솔린 2WD TLX최고급형,가솔린,56082,2011,쥐색,경기/인천,단순교환,1080
