,name,brand,color,fuel,accident,price,mile,model
1544,더 뉴 아반떼,현대,흰색,가솔린,무사고,980,78191,1.6 GDi 스마트기본형
1545,체로키(KL),지프,흰색,디젤,무사고,1990,96172,2.0 디젤 리미티드 4WD
1546,어메이징 뉴 크루즈,쉐보레(GM대우),쥐색,디젤,무사고,780,85353,1.6 디젤 LTZ
1547,더 뉴 아반떼,현대,은색,디젤,단순교환,800,60919,1.6 VGT 스마트기본형
1548,E-클래스 W212,벤츠,은회색,가솔린,단순교환,2690,84559,E300 4MATIC 아방가르드
1549,올 뉴 K3,기아,은색,가솔린,무사고,1690,43974,프레스티지
1550,셀토스,기아,쥐색,가솔린,무사고,2850,8245,가솔린 터보 1.6 2WD시그니처
1551,G80,제네시스,쥐색,가솔린,무사고,2560,93621,3.3 GDI AWD럭셔리
1552,K5 2세대,기아,흰색,가솔린,무사고,1210,54169,2.0 MX디럭스
1553,SM6,르노삼성,검정색,가솔린,단순교환,1590,59651,2.0 GDe RE
1554,더 뉴 그랜저,현대,쥐색,가솔린,무사고,3950,8431,가솔린 3.3익스클루시브
1555,아반떼 AD,현대,은색,가솔린,무사고,1490,21867,1.6 GDI 스마트세부등급 없음
1556,올 뉴 쏘렌토,기아,흰색,디젤,무사고,1930,48458,디젤 2.0 2WD럭셔리
1557,더 넥스트 스파크,쉐보레(GM대우),진주색,가솔린,단순교환,860,9626,LT플러스
1558,아반떼 AD,현대,흰색,가솔린,무사고,1480,25222,1.6 GDI 밸류 플러스
1559,더 K9,기아,검정색,가솔린,무사고,5250,6489,3.8 GDI AWD베스트 셀렉션Ⅰ
1560,그랜저 IG,현대,흰색,가솔린,무사고,2390,36061,2.4 모던
1561,볼트 EV,쉐보레(GM대우),흰색,전기,무사고,2460,33122,EV프리미어
1562,익스플로러,포드,검정색,가솔린,무사고,2670,94914,2.3 리미티드 4WD5세대
1563,더 뉴 K5,기아,검정색,LPG,무사고,840,132252,LPI 디럭스
1564,레이,기아,흰색,가솔린,단순교환,730,66329,럭셔리
1565,K7 프리미어,기아,검정색,가솔린,무사고,3290,29121,가솔린 3.0시그니처
1566,그랜저 HG,현대,쥐색,가솔린,무사고,1260,59979,HG300 노블
1567,올 뉴 K7,기아,쥐색,가솔린,무사고,1990,37983,2.4 GDI 프레스티지
1568,올 뉴 모닝 (JA),기아,흰색,가솔린,단순교환,690,47560,트렌디
1569,그랜드 체로키,지프,검정색,가솔린,무사고,3580,41851,3.6 리미티드WK2
1570,셀토스,기아,진주색,가솔린,단순교환,2630,11312,가솔린 터보 1.6 2WD노블레스
1571,All New SM7,르노삼성,진주색,가솔린,단순교환,910,63563,LE아트
1572,QM6,르노삼성,흰색,디젤,단순교환,1930,37037,디젤 2WD RE 시그니처
1573,SM7 노바,르노삼성,검정색,LPG,무사고,1500,32111,LPLI 2.0 LPe 택시렌터카
1574,더 뉴 카니발,기아,흰색,가솔린,무사고,3270,58511,가솔린 7인승 리무진프레지던트
1575,싼타페 TM,현대,흰색,디젤,단순교환,3100,19034,디젤 2.0 2WD프레스티지
1576,캡티바,쉐보레(GM대우),흰색,디젤,무사고,1070,88544,2WD LT
1577,SM6,르노삼성,쥐색,가솔린,단순교환,1360,54393,2.0 GDe LE
1578,더 뉴 아반떼,현대,쥐색,가솔린,단순사고(접촉),910,33952,1.6 GDi 스마트기본형
1579,i30 (PD),현대,흰색,가솔린,무사고,1980,12054,1.4 터보프리미엄
1580,더 뉴 스파크,쉐보레(GM대우),진주색,가솔린,무사고,1120,11438,프리미어
1581,E-클래스 W213,벤츠,쥐색,디젤,무사고,4460,73567,E220d 4MATIC 익스클루시브
1582,시로코,폭스바겐,청색,디젤,단순교환,1280,102631,2.0 TDI R-Line
1583,임팔라,쉐보레(GM대우),은색,가솔린,무사고,1730,40007,2.5 LTZ
1584,싼타페 TM,현대,진주색,디젤,무사고,2990,52859,디젤 2.2 2WD프레스티지
1585,더 뉴 카니발,기아,검정색,가솔린,무사고,4590,12180,가솔린 7인승 하이리무진프레지던트
1586,더 뉴 K5 2세대,기아,청색,가솔린,무사고,2090,20112,2.0프레스티지
1587,G80,제네시스,흰색,가솔린,무사고,3470,59184,3.3 GDI AWD프리미엄 럭셔리
1588,아반떼 AD,현대,흰색,가솔린,무사고,1380,37314,1.6 GDI 스마트세부등급 없음
1589,G90,제네시스,검정색,가솔린,무사고,7890,48778,가솔린 4WD5.0 프레스티지
1590,뉴코란도 C,쌍용,쥐색,디젤,무사고,990,91904,2.0 RX 2WD고급형
1591,YF 쏘나타,현대,은색,가솔린,무사고,760,107564,Y20 탑고급형
1592,싼타페 더 프라임,현대,흰색,디젤,단순교환,1930,103204,디젤 2.0 2WD익스클루시브
1593,더 뉴 니로,기아,흰색,가솔린+전기,무사고,2710,25030,노블레스 스폐셜
1594,아반떼 AD,현대,흰색,LPG,단순교환,940,88711,1.6 LPI 스타일(렌터카)
1595,G70,제네시스,검정색,가솔린,무사고,3290,34043,2.0T슈프림
1596,올 뉴 K3,기아,흰색,가솔린,단순교환,1830,29279,프레스티지
1597,티구안 2세대,폭스바겐,청색,디젤,무사고,3480,14766,2.0 TDI 프레스티지
1598,그랜저 HG,현대,검정색,가솔린,단순교환,1690,99547,HG300 익스클루시브 스페셜
1599,뉴코란도 C,쌍용,흰색,디젤,단순교환,1150,59509,2.2 RX 2WD고급형
1600,올 뉴 말리부,쉐보레(GM대우),검정색,가솔린,무사고,1870,37200,1.5 터보 LTZ세부등급 없음
1601,K5 3세대,기아,흰색,가솔린,무사고,2990,7587,가솔린 2.0노블레스
1602,G80,제네시스,쥐색,가솔린,단순교환,3550,21873,3.3 GDI AWD프리미엄 럭셔리
1603,쏘나타 하이브리드,현대,하늘색,가솔린+전기,무사고,1080,85776,2.0로열
1604,아반떼 AD,현대,은색,가솔린,무사고,1190,66151,1.6 GDI 스타일
1605,더 뉴 카렌스,기아,흰색,디젤,무사고,1240,67142,1.7 VGT 프레스티지
1606,코나 하이브리드,현대,쥐색,가솔린+전기,단순교환,2490,38438,가솔린 1.6 하이브리드프리미엄 스폐셜
1607,아발론 5세대,도요타,갈색,가솔린+전기,무사고,3150,53491,2.5 하이브리드
1608,팰리세이드,현대,쥐색,가솔린,단순교환,3890,23427,가솔린 3.8 4WD프레스티지 (7인승)
1609,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1850,36284,1.5 터보 LT디럭스
1610,더 뉴 쏘렌토,기아,쥐색,디젤,단순교환,2290,89916,디젤 2.0 2WD노블레스
1611,그랜저 HG,현대,흰색,가솔린,무사고,1480,71151,HG300 익스클루시브
1612,올뉴어코드,혼다,흰색,가솔린,단순사고(접촉),1050,98890,2.49세대
1613,올 뉴 K7,기아,검정색,LPG,무사고,1900,100888,3.0 LPI 프레스티지
1614,시에나,도요타,쥐색,가솔린,무사고,2050,87126,3.5 AWD
1615,4시리즈 (G22),BMW,흰색,가솔린,무사고,5950,7524,가솔린 2WD430i 쿠페 퍼스트 에디션
1616,그랜저 HG,현대,흰색,가솔린,무사고,1110,85859,HG240 럭셔리
1617,더 넥스트 스파크,쉐보레(GM대우),쥐색,가솔린,무사고,850,62904,LTZ
1618,더 뉴 스파크,쉐보레(GM대우),쥐색,가솔린,무사고,960,42629,프리미어
1619,쏘나타 하이브리드,현대,쥐색,가솔린+전기,사고,850,93402,2.0스마트
1620,더 뉴 쏘렌토,기아,진주색,가솔린,단순교환,2870,18828,가솔린 2.0 터보 2WD노블레스
1621,뉴 QM6,르노삼성,흰색,LPG,무사고,2880,3921,LPG 2.0 (일반인 판매용)RE 시그니처
1622,뉴SM3,르노삼성,은색,가솔린,무사고,500,167007,SE
1623,더 뉴 K3 GT 2세대,기아,빨간색,가솔린,무사고,2740,1856,1.6 터보 5도어시그니처
1624,그랜저 HG,현대,검정색,가솔린,무사고,990,113558,HG240 럭셔리
1625,올 뉴 카니발,기아,흰색,디젤,무사고,2440,52421,9인승 노블레스
1626,아반떼 MD,현대,쥐색,가솔린,무사고,860,94808,M16 GDI 프리미어
1627,CLS-클래스 W218,벤츠,흰색,디젤,무사고,4140,93729,CLS250 d 4MATIC AMG Line
1628,더 뉴 카니발,기아,진주색,디젤,무사고,2220,53922,9인승 럭셔리
1629,스타리아,현대,쥐색,디젤,무사고,2890,5888,디젤 2.2 카고3인승 모던
1630,아반떼 AD,현대,흰색,가솔린,단순교환,1360,69703,1.6 GDI 모던스페셜
1631,제네시스,현대,은색,가솔린,무사고,1070,85402,BH330 럭셔리기본형
1632,5시리즈 GT (F07),BMW,쥐색,디젤,단순교환,2660,120351,GT ED Edition 럭셔리
1633,V40,볼보,쥐색,디젤,무사고,2180,46417,D3 모멘텀2세대
1634,그랜저 IG,현대,쥐색,가솔린,단순교환,2620,48002,3.0 익스클루시브스페셜
1635,더 뉴 트랙스,쉐보레(GM대우),빨간색,가솔린,단순사고(접촉),1460,46164,1.4 LTZ
1636,올 뉴 K7,기아,검정색,가솔린,무사고,1930,82182,2.4 GDI 리미티드
1637,더 뉴 K7,기아,검정색,가솔린,단순교환,880,168677,3.0 GDI 프레스티지
1638,더 뉴 레이,기아,흰색,가솔린,무사고,1440,22098,프레스티지
1639,렉스턴 스포츠 칸,쌍용,쥐색,디젤,무사고,2730,39792,디젤 2.2 4WD (다이내믹 5링크)프로페셔널 X
1640,E-클래스 W212,벤츠,쥐색,가솔린,무사고,2650,61448,E350 쿠페
1641,어코드 10세대,혼다,흰색,가솔린+전기,무사고,3100,41656,2.0 하이브리드 투어링
1642,레이,기아,진주색,가솔린,단순교환,820,24571,디럭스 스페셜
1643,올 뉴 K7,기아,검정색,가솔린,무사고,1840,109788,3.3 GDI 노블레스스페셜
1644,QM3,르노삼성,은색,디젤,무사고,1030,41534,LE
1645,티구안 2세대,폭스바겐,쥐색,디젤,무사고,3200,34039,2.0 TDI 4모션 프레스티지
1646,더 뉴 스파크,쉐보레(GM대우),자주색,가솔린,단순교환,990,11635,프리미어
1647,올 뉴 K7,기아,검정색,LPG,단순교환,2130,58025,3.0 LPI 프레스티지
1648,3시리즈 (F30),BMW,청색,디젤,단순교환,2550,86505,320d M 스포츠
1649,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,단순교환,950,83,밴세부등급 없음
1650,NX300h,렉서스,은회색,가솔린+전기,단순교환,2790,82549,슈프림
1651,더 뉴 트랙스,쉐보레(GM대우),흰색,디젤,단순교환,1460,42370,1.6 디젤 LT코어
1652,K3,기아,청색,디젤,단순교환,620,137469,디젤 럭셔리
1653,3시리즈 (F30),BMW,흰색,디젤,무사고,1650,122274,320d ED에디션
1654,QM6,르노삼성,검정색,디젤,무사고,2120,58892,디젤 4WD RE 시그니처
1655,더 K9,기아,검정색,가솔린,무사고,4350,69675,3.8 GDI AWD그랜드 플래티넘
1656,그랜저 HG,현대,은색,가솔린,무사고,1080,122923,HG240 모던
1657,렉스턴 스포츠 칸,쌍용,검정색,디젤,무사고,2890,36492,디젤 2.2 4WD (다이내믹 5링크)프로페셔널 S
1658,뉴 제타,폭스바겐,흰색,디젤,무사고,1030,122514,2.0 TDI 블루모션 프리미엄6세대
1659,G80,제네시스,검정색,가솔린,무사고,3490,45584,3.3 GDI프리미엄 럭셔리
1660,올 뉴 K3,기아,검정색,가솔린,무사고,1770,3323,프레스티지
1661,GLC-클래스 X253,벤츠,흰색,가솔린,무사고,5250,68395,GLC300 4MATIC 쿠페
1662,RAV4,도요타,흰색,가솔린,무사고,2670,60976,2.5 4WD 하이브리드4세대
1663,팰리세이드,현대,쥐색,가솔린,무사고,3820,14678,가솔린 3.8 2WD프레스티지 (7인승)
1664,쏘렌토 4세대 하이브리드,기아,쥐색,가솔린+전기,무사고,4830,10208,가솔린 터보 1.6 4WD시그니처
1665,K8,기아,검정색,가솔린,무사고,4450,2668,가솔린 2.5시그니처
1666,XM3,르노삼성,검정색,가솔린,무사고,1930,10212,가솔린 1.6LE Plus
1667,티볼리 아머,쌍용,흰색,가솔린,무사고,1590,81079,기어 에디션 2WD
1668,올 뉴 모닝 (JA),기아,흰색,가솔린,단순교환,720,42228,디럭스
1669,K8,기아,쥐색,가솔린,무사고,4450,3059,가솔린 2.5시그니처
1670,3시리즈 (F30),BMW,청색,가솔린,무사고,3400,57910,330i M 스포츠 섀도우
1671,올 뉴 K3,기아,흰색,가솔린,무사고,1720,25835,럭셔리
1672,K7,기아,쥐색,가솔린,무사고,680,103338,VG270 럭셔리기본형
1673,S-클래스 W222,벤츠,쥐색,가솔린,무사고,10700,29437,S450L 4MATIC
1674,티볼리,쌍용,흰색,가솔린,단순교환,1590,19223,LX 2WD세부등급 없음
1675,더 뉴 레이,기아,진주색,가솔린,무사고,1370,9208,프레스티지
1676,쏘렌토 4세대,기아,흰색,디젤,단순교환,4330,32158,디젤 2.2 4WD시그니처
1677,더 뉴 카니발,기아,흰색,가솔린,무사고,3550,26140,가솔린 7인승 리무진프레지던트
1678,렉스턴 스포츠 칸,쌍용,쥐색,디젤,무사고,2390,55303,디젤 2.2 4WD (다이내믹 5링크)프레스티지 스페셜
1679,더 뉴 K7,기아,진주색,가솔린,무사고,1280,90088,2.4 GDI 프레스티지 스페셜
1680,제네시스 DH,현대,쥐색,가솔린,무사고,1840,130120,G330 모던 AWD
1681,티볼리 아머,쌍용,흰색,가솔린,무사고,1750,22319,기어 에디션 2WD
1682,QM6,르노삼성,쥐색,디젤,무사고,2100,49187,디젤 2WD RE 시그니처
1683,스포티지 4세대,기아,흰색,디젤,무사고,1770,91791,디젤 2.0 2WD 노블레스세부등급 없음
1684,프라이드(신형),기아,은색,가솔린,무사고,450,53246,5DR 1.6 CVVT SLX
1685,렉스턴 스포츠 칸,쌍용,진주색,디젤,무사고,2800,5972,디젤 2.2 4WD (다이내믹 5링크)프레스티지
1686,G80,제네시스,검정색,가솔린,무사고,3190,44512,3.3 GDI AWD럭셔리
1687,508 2세대,푸조,진주색,디젤,단순교환,2820,7454,2.0 BlueHDi 알뤼르
1688,5시리즈 (G30),BMW,흰색,디젤,무사고,4750,32116,520d xDrive 럭셔리 플러스
1689,QM6,르노삼성,진주색,디젤,무사고,2360,36130,디젤 4WD RE 시그니처
1690,그랜저 IG 하이브리드,현대,흰색,가솔린+전기,무사고,3530,40499,익스클루시브스페셜
1691,그랜저 IG,현대,검정색,가솔린,단순교환,1830,75772,2.4 모던
1692,에쿠스(신형),현대,검정색,가솔린,단순교환,1540,98946,VS380프레스티지
1693,제네시스 DH,현대,검정색,가솔린,단순교환,2190,104767,G330 프리미엄 AWD
1694,뷰티풀 코란도,쌍용,흰색,가솔린,무사고,2220,11833,가솔린 2WDC5 플러스
1695,임팔라,쉐보레(GM대우),검정색,가솔린,무사고,1630,81266,2.5 LTZ
1696,그랜저 HG,현대,흰색,가솔린,무사고,1650,88351,HG300 프리미엄
1697,LF 쏘나타,현대,은색,LPG,단순교환,1060,80020,LPI 스마트
1698,SM6,르노삼성,흰색,LPG,무사고,970,129499,2.0 LPe PE (렌터카)
1699,더 넥스트 스파크,쉐보레(GM대우),은색,가솔린,무사고,730,17080,LT플러스
1700,트레일블레이저,쉐보레(GM대우),진주색,가솔린,무사고,2640,7061,1.3 가솔린 터보 2WDRS
1701,쏘나타 DN8,현대,쥐색,가솔린,무사고,2550,15213,1.6 터보프리미엄 패밀리
1702,5시리즈 (F10),BMW,은색,가솔린,무사고,2240,49551,528i xDrive
1703,올 뉴 쏘렌토,기아,쥐색,디젤,무사고,1800,66790,디젤 2.0 2WD럭셔리
1704,더 뉴 K7,기아,쥐색,가솔린,무사고,1030,151247,2.4 GDI 프레스티지 스페셜
1705,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1710,29945,1.6스마트
1706,올 뉴 K3,기아,검정색,가솔린,단순교환,1710,27028,프레스티지
1707,K5 하이브리드,기아,검정색,가솔린+전기,단순교환,1380,56696,500h 럭셔리
1708,EQ900,제네시스,검정색,가솔린,무사고,3990,95329,3.3 T-GDI AWD프리미엄 럭셔리
1709,팰리세이드,현대,흰색,가솔린,무사고,3970,6916,가솔린 3.8 2WD프레스티지 (7인승)
1710,QM6,르노삼성,검정색,디젤,무사고,1850,82570,디젤 4WD RE 시그니처
1711,벨로스터-N,현대,흰색,가솔린,단순사고(접촉),2280,3691,T-Gdi 2.0N
1712,그랜저 HG,현대,흰색,가솔린,단순교환,1400,111071,HG240 모던
1713,3시리즈 (F30),BMW,흰색,디젤,무사고,2890,44015,320d
1714,큐브,닛산,진주색,가솔린,단순사고(접촉),550,138745,1.4Z11
1715,싼타페 DM,현대,진주색,디젤,무사고,1380,97021,디젤(e-VGT) 2.0 2WD 프리미엄
1716,S90,볼보,검정색,디젤,무사고,4400,10258,D5 AWD 모멘텀
1717,뷰티풀 코란도,쌍용,흰색,가솔린,무사고,2240,11687,가솔린 2WDC5 플러스
1718,더 뉴 카니발,기아,진주색,디젤,무사고,2160,69881,9인승 럭셔리
1719,E-클래스 W213,벤츠,쥐색,가솔린,무사고,5150,8853,E300 아방가르드
1720,익스플로러,포드,흰색,가솔린,무사고,2460,112232,2.3 리미티드 4WD5세대
1721,캡티바,쉐보레(GM대우),진주색,디젤,단순교환,1080,105014,2WD LT 프리미엄
1722,더 뉴 스파크,쉐보레(GM대우),검정색,가솔린,무사고,1050,18843,프리미어
1723,스포티지 더 볼드,기아,흰색,디젤,무사고,2470,43232,디젤 1.6 2WD시그니쳐
1724,올 뉴 K7,기아,쥐색,가솔린,무사고,2210,56017,2.4 GDI 프레스티지
1725,더 뉴 QM6,르노삼성,쥐색,LPG,무사고,2590,16465,LPG 2WD(일반인판매용)2.0 LPe RE 시그니쳐
1726,SM5 노바,르노삼성,검정색,가솔린,단순교환,1250,22711,클래식
1727,더 뉴 K7,기아,은색,가솔린,단순교환,1090,101510,2.4 GDI 프레스티지 스페셜
1728,K8,기아,흰색,가솔린,무사고,4530,3156,가솔린 2.5시그니처
1729,올 뉴 K7,기아,검정색,LPG,무사고,2270,79315,3.0 LPI 노블레스(장애인용)
1730,올 뉴 K7,기아,쥐색,가솔린,사고,1980,57694,2.4 GDI 리미티드
1731,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1870,22370,1.5 터보 LTZ세부등급 없음
1732,4시리즈 (F32),BMW,청색,가솔린,무사고,3170,66903,420i M 스포츠 쿠페
1733,QM6,르노삼성,검정색,가솔린,단순사고(접촉),1990,50921,가솔린 2WD RE 시그니처
1734,G80,제네시스,검정색,가솔린,무사고,4720,14293,3.3 GDI AWD프레스티지
1735,그랜저 HG,현대,은회색,가솔린,무사고,1440,82057,HG240 모던 컬렉션
1736,2시리즈 액티브 투어러 (F45),BMW,쥐색,디젤,무사고,2420,44522,조이
1737,싼타페 TM,현대,흰색,가솔린,무사고,3410,39591,가솔린 2.0T 4WD인스퍼레이션
1738,GLE-클래스 W166,벤츠,은색,디젤,무사고,5850,78208,GLE350 d 4MATIC 쿠페
1739,레이,기아,진주색,가솔린,무사고,1100,65473,터보 프레스티지
1740,렉스턴 W,쌍용,진주색,디젤,무사고,1420,46910,2.0 4WD RX7럭셔리
1741,셀토스,기아,쥐색,가솔린,무사고,2760,24364,가솔린 터보 1.6 2WD노블레스
1742,코나,현대,흰색,가솔린,무사고,1990,58921,1.6 터보 2WD모던 아트
1743,트랙스,쉐보레(GM대우),흰색,가솔린,무사고,930,131536,1.4 LT 래더패키지
1744,그랜저 IG,현대,검정색,가솔린,무사고,2430,69401,3.0 익스클루시브스페셜
1745,스포티지 4세대,기아,검정색,디젤,단순사고(접촉),1780,82360,디젤 2.0 2WD 노블레스세부등급 없음
1746,올 뉴 모닝 (JA),기아,은색,가솔린,무사고,980,35421,럭셔리
1747,YF 쏘나타,현대,흰색,가솔린,무사고,720,73434,Y20 프리미어고급형
1748,SM6,르노삼성,검정색,가솔린,무사고,1400,35883,2.0 GDe LE
1749,S-클래스 W222,벤츠,진주색,가솔린,무사고,9900,60792,S350L
1750,티볼리,쌍용,청색,가솔린,무사고,1230,89653,LX 2WD고급형
1751,더 뉴 K5 2세대,기아,진주색,가솔린,무사고,2070,22003,1.6 터보노블레스
1752,크루즈,쉐보레(GM대우),흰색,디젤,단순사고(접촉),680,95015,2.0 LTZ+
1753,그랜저 HG,현대,청색,가솔린,단순교환,1220,96845,HG300 프리미엄
1754,올 뉴 투싼,현대,검정색,가솔린,무사고,1890,75656,가솔린 1.6 터보 2WD모던
1755,QM6,르노삼성,흰색,가솔린,무사고,1720,96934,가솔린 2WD RE
1756,에쿠스(신형),현대,검정색,가솔린,무사고,2530,90217,VS380프레스티지
1757,G80 (RG3),제네시스,은회색,가솔린,무사고,6830,20321,가솔린 터보 3.5AWD
1758,G80,제네시스,쥐색,가솔린,사고,2290,130588,3.3 GDI AWD프리미엄 럭셔리
1759,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,850,30558,LT
1760,아반떼 AD,현대,흰색,가솔린,무사고,1560,32364,1.6 GDI 프리미엄
1761,셀토스,기아,흰색,가솔린,무사고,2320,27719,가솔린 터보 1.6 2WD프레스티지
1762,S-클래스 W222,벤츠,검정색,디젤,무사고,9380,64530,S400L d 4MATIC
1763,쏘렌토 4세대 하이브리드,기아,흰색,가솔린+전기,무사고,4400,22745,가솔린 터보 1.6 2WD시그니처
1764,V40 크로스컨트리,볼보,흰색,디젤,단순교환,2490,30796,D3
1765,올란도,쉐보레(GM대우),은색,LPG,단순교환,1310,62038,LPG LTZ프리미엄
1766,G80,제네시스,검정색,가솔린,단순사고(접촉),3010,44165,3.3 GDI AWD프리미엄 럭셔리
1767,아반떼 MD,현대,은색,가솔린,단순교환,860,73944,M16 GDI 프리미엄
1768,올 뉴 K7,기아,흰색,가솔린,단순교환,2730,16529,2.4 GDI  노블레스
1769,XM3,르노삼성,흰색,가솔린,무사고,2230,12461,가솔린 터보 1.3RE 시그니쳐
1770,뉴 QM6,르노삼성,흰색,LPG,무사고,2960,231,LPG 2.0 (일반인 판매용)RE 시그니처
1771,싼타페 TM,현대,흰색,가솔린,무사고,2990,53292,가솔린 2.0T 2WD프레스티지
1772,더 뉴 K5 2세대,기아,은색,가솔린,무사고,2190,35233,2.0인텔리전트
1773,GLA-클래스 X156,벤츠,검정색,가솔린,무사고,3840,56782,GLA45 AMG 4MATIC
1774,더 뉴 카니발,기아,진주색,가솔린,무사고,3250,26539,가솔린 9인승 노블레스 스페셜
1775,SM6,르노삼성,쥐색,가솔린,단순교환,1680,81189,1.6 TCe RE
1776,제네시스 DH,현대,은회색,가솔린,무사고,1990,143615,G330 프리미엄 AWD
1777,아반떼 AD,현대,흰색,가솔린,무사고,1480,55245,1.6 GDI 모던세부등급 없음
1778,스팅어,기아,청색,가솔린,무사고,3430,32219,3.3 터보 2WDGT
1779,G80,제네시스,검정색,가솔린,무사고,3190,103350,3.3 GDI AWD프리미엄 럭셔리
1780,올란도,쉐보레(GM대우),흰색,디젤,단순사고(접촉),960,117847,2.0 디젤 LT세이프티팩
1781,더 넥스트 스파크,쉐보레(GM대우),은색,가솔린,무사고,760,17334,LT플러스
1782,5시리즈 (G30),BMW,흰색,가솔린,무사고,4250,90514,530i xDrive M 스포츠 플러스
1783,아반떼 AD,현대,흰색,가솔린,단순교환,1440,18524,1.6 GDI 밸류 플러스
1784,올 뉴 K7,기아,흰색,가솔린,무사고,2150,52041,3.3 GDI 리미티드 에디션
1785,G80 (RG3),제네시스,청색,가솔린,무사고,6690,58,가솔린 터보 2.5AWD
1786,그랜저 HG,현대,검정색,가솔린,무사고,890,152157,HG240 럭셔리
1787,코나,현대,흰색,가솔린,무사고,2030,21698,1.6 터보 2WD모던 팝
1788,G80,제네시스,흰색,가솔린,무사고,2760,87710,3.3 GDI럭셔리
1789,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,990,8655,LS세부등급 없음
1790,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1960,33303,1.6프리미엄
1791,K7 프리미어,기아,쥐색,가솔린,무사고,3240,26496,가솔린 2.5노블레스
1792,그랜저 IG 하이브리드,현대,흰색,가솔린+전기,무사고,3100,45259,익스클루시브세부등급 없음
1793,올 뉴 모닝,기아,빨간색,가솔린,무사고,580,45725,디럭스
1794,GLC-클래스 X253,벤츠,흰색,가솔린,무사고,6150,16132,GLC300 4MATIC AMG Line
1795,K5 3세대,기아,흰색,가솔린,무사고,2950,16516,가솔린 터보 1.6시그니처
1796,쏘나타 DN8,현대,흰색,가솔린,무사고,2380,26330,2.0 가솔린프리미엄 패밀리
1797,더 넥스트 스파크,쉐보레(GM대우),진주색,가솔린,단순교환,900,25066,LTZ
1798,SM6,르노삼성,흰색,가솔린,무사고,1760,26506,1.6 TCe LE
1799,베라크루즈,현대,갈색,디젤,단순교환,2090,80301,디젤 4WD 익스클루시브스페셜
1800,올 뉴 투싼,현대,흰색,디젤,무사고,1560,86112,디젤 1.7 2WD스타일
1801,팰리세이드,현대,검정색,가솔린,단순교환,3530,55384,가솔린 3.8 2WD프레스티지 (7인승)
1802,G80,제네시스,검정색,가솔린,무사고,3100,42739,3.3 GDI AWD럭셔리
1803,더 넥스트 스파크,쉐보레(GM대우),은색,가솔린,단순교환,670,28473,LT플러스
1804,더 K9,기아,흰색,가솔린,무사고,4780,31682,3.3 T-GDI AWD마스터즈 Ⅱ
1805,뉴QM3,르노삼성,보라색,디젤,무사고,1560,24000,RE시그니쳐
1806,니로,기아,흰색,가솔린+전기,무사고,2070,44525,프레스티지
1807,더 뉴 K5 2세대,기아,은색,가솔린,무사고,2240,29857,2.0인텔리전트
1808,더 뉴 QM6,르노삼성,쥐색,가솔린,무사고,2610,3262,가솔린 2WD2.0 GDe RE 시그니쳐
1809,더 뉴 말리부,쉐보레(GM대우),쥐색,가솔린,무사고,2310,2268,1.3 터보 LT디럭스
1810,올 뉴 말리부,쉐보레(GM대우),진주색,가솔린,무사고,1460,88308,2.0 터보 LT프리미엄
1811,S-클래스 W222,벤츠,흰색,가솔린,무사고,7100,79769,S400L 4MATIC
1812,더 뉴 스파크,쉐보레(GM대우),검정색,가솔린,무사고,980,18232,프리미어
1813,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1590,59015,1.5 터보 LT디럭스
1814,더 뉴 레이,기아,빨간색,가솔린,무사고,1280,24856,프레스티지
1815,올 뉴 말리부,쉐보레(GM대우),진주색,가솔린,단순교환,1820,43410,1.5 터보 LTZ세부등급 없음
1816,3시리즈 (F30),BMW,흰색,디젤,무사고,2880,57682,320d
1817,아반떼 AD,현대,은색,가솔린,무사고,1550,7978,1.6 GDI 스마트세부등급 없음
1818,어메이징 뉴 크루즈,쉐보레(GM대우),검정색,가솔린,무사고,780,105573,1.4 터보 LTZ
1819,레이,기아,흰색,가솔린,무사고,910,9694,밴 고급형
1820,올란도,쉐보레(GM대우),흰색,디젤,무사고,930,105195,2.0 디젤 LT세이프티팩
1821,S90,볼보,흰색,디젤,무사고,4350,20433,D5 AWD 모멘텀
1822,올 뉴 K7,기아,검정색,가솔린,무사고,1980,98327,3.3 GDI 리미티드 플러스
1823,뉴QM3,르노삼성,청색,디젤,단순교환,1480,35714,RE세부등급 없음
1824,5시리즈 (G30),BMW,검정색,가솔린,무사고,5020,17092,520i 럭셔리
1825,벨로스터-N,현대,하늘색,가솔린,무사고,3450,11332,T-Gdi 2.0N
1826,더 뉴 모하비,기아,검정색,디젤,무사고,3410,32742,디젤 3.0 4WDVIP
1827,QM6,르노삼성,쥐색,가솔린,단순교환,2190,37756,가솔린 2WD RE 시그니처
1828,1시리즈 (F20),BMW,흰색,디젤,단순교환,2230,71960,118d M스포츠 섀도우 5도어
1829,스파크,쉐보레(GM대우),분홍색,가솔린,단순교환,480,48883,LS스타
1830,아반떼 AD,현대,흰색,가솔린,무사고,1290,78390,1.6 GDI 밸류 플러스
