,brand,name,year,info,km,location,price,type,color,websites
15035,르노삼성,조에,21/05식,인텐스,"11,000km",충남,"2,820",전기,흰색,Ncar
15036,현대,아반떼 AD,16/05식(17년형),1.6 터보 스포츠,"53,000km",대구,"1,050",가솔린,흰색,Ncar
15037,현대,아반떼 AD,16/07식(17년형),1.6 GDI 스마트,"68,000km",대구,"1,199",가솔린,흰색,Ncar
15038,현대,그랜저 TG,07/04식,S380 탑,"218,686km",울산,400,가솔린,흰색,Ncar
15039,르노삼성,트위지,19/02식,인텐스(2인승),"6,104km",울산,350,전기,흰색,Ncar
15040,기아,K5 2세대,15/10식(16년형),2.0 MX,"81,704km",울산,"1,420",가솔린,흰색,Ncar
15041,기아,K7,09/12식(10년형),LPI VG270 럭셔리,"112,463km",울산,930,LPG(일반인 구입),흰색,Ncar
15042,현대,그랜저 IG,17/05식(18년형),3.0 LPI 모던,"136,240km",울산,"1,850",LPG(일반인 구입),흰색,Ncar
15043,기아,올 뉴 모닝 (JA),17/03식,럭셔리,"103,724km",울산,780,가솔린,흰색,Ncar
15044,현대,더 뉴 아반떼,14/09식(15년형),1.6 VGT 스마트,"132,720km",울산,800,디젤,흰색,Ncar
15045,현대,그랜저 TG,07/04식,S380 탑,"218,686km",울산,400,가솔린,흰색,Ncar
15046,르노삼성,트위지,19/02식,인텐스(2인승),"6,104km",울산,350,전기,흰색,Ncar
15047,기아,K5 2세대,15/10식(16년형),2.0 MX,"81,704km",울산,"1,420",가솔린,흰색,Ncar
15048,기아,K7,09/12식(10년형),LPI VG270 럭셔리,"112,463km",울산,930,LPG(일반인 구입),흰색,Ncar
15049,현대,그랜저 IG,17/05식(18년형),3.0 LPI 모던,"136,240km",울산,"1,850",LPG(일반인 구입),흰색,Ncar
15050,기아,올 뉴 모닝 (JA),17/03식,럭셔리,"103,724km",울산,780,가솔린,흰색,Ncar
15051,현대,더 뉴 아반떼,14/09식(15년형),1.6 VGT 스마트,"132,720km",울산,800,디젤,흰색,Ncar
15052,,,,,,,,,흰색,Ncar
15053,기아,K5,12/02식(13년형),LPI 프레스티지,"142,355km",울산,820,LPG(일반인 구입),흰색,Ncar
15054,현대,아반떼 AD,16/07식(17년형),1.6 GDI 스타일,"119,007km",울산,"1,100",가솔린,흰색,Ncar
15055,현대,그랜저 TG,06/09식(07년형),LPI Q270 개인형,"219,828km",울산,320,LPG(일반인 구입),흰색,Ncar
15056,기아,K5 2세대,15/09식(16년형),2.0 SX,"127,942km",경기,"1,180",가솔린,흰색,Ncar
15057,기아,스포티지 R,11/11식(12년형),디젤 4WD TLX,"180,969km",서울,780,디젤,흰색,Ncar
15058,기아,스포티지 더 볼드,17/06식(18년형),디젤 2.0 2WD,"83,000km",서울,"1,835",디젤,흰색,Ncar
15059,쉐보레(GM대우),크루즈,13/06식(14년형),1.8 LT,"156,480km",서울,390,가솔린,흰색,Ncar
15060,기아,더 뉴 K3,16/02식,트렌디,"63,361km",경북,"1,200",가솔린,흰색,Ncar
15061,현대,그랜저 HG,11/05식,HG240 럭셔리,"147,258km",서울,780,가솔린,흰색,Ncar
15062,르노삼성,뉴QM5,13/11식(14년형),디젤 4WD LE,"73,255km",대구,949,디젤,흰색,Ncar
15063,쉐보레(GM대우),뉴 다마스,15/12식,2인승 판넬밴,"176,535km",대구,299,LPG(일반인 구입),흰색,Ncar
15064,기아,더 뉴 모닝,16/12식,럭셔리,"37,627km",대구,739,가솔린,흰색,Ncar
15065,기아,올 뉴 모닝 (JA),17/07식,밴,"166,600km",울산,450,가솔린,흰색,Ncar
15066,기아,K5 2세대,17/11식(18년형),2.0 MX,"81,085km",울산,"1,350",가솔린,흰색,Ncar
15067,현대,i30 (PD),17/06식(18년형),디젤 1.6,"109,084km",울산,"1,140",디젤,흰색,Ncar
15068,현대,싼타페 더 프라임,16/04식,디젤 2.0 2WD,"134,151km",경기,"1,820",디젤,흰색,Ncar
15069,쌍용,티볼리 에어,17/11식(18년형),가솔린 1.6 IX 2WD,"21,501km",경기,"1,600",가솔린,흰색,Ncar
15070,르노삼성,XM3,20/04식,1.3 TCe RE 시그니처,"34,264km",경기,"2,150",가솔린,흰색,Ncar
15071,쉐보레(GM대우),더 넥스트 스파크,15/08식(16년형),LT,"34,793km",부산,655,가솔린,흰색,Ncar
15072,기아,K3,14/03식,트렌디,"95,560km",부산,899,가솔린,흰색,Ncar
15073,현대,뉴 투싼 ix,15/01식,디젤(e-VGT) 2WD,"126,030km",부산,"1,190",디젤,흰색,Ncar
15074,기아,더 뉴 쏘렌토,17/08식(18년형),디젤 2.2 4WD,"102,619km",부산,"2,650",디젤,흰색,Ncar
15075,현대,엑센트(신형),11/11식(12년형),1.6 GDI 탑,"112,110km",대구,650,가솔린,흰색,Ncar
15076,기아,더 뉴 K7,13/06식,LPI 3.0 프레스티지,"152,592km",인천,"1,050",LPG(일반인 구입),흰색,Ncar
15077,현대,LF 쏘나타,14/05식(15년형),2.0 프리미엄,"140,817km",인천,"1,220",가솔린,흰색,Ncar
15078,기아,카니발 R,14/02식,뉴카니발 리무진 GLX,"161,000km",전북,990,디젤,흰색,Ncar
15079,기아,K5,13/07식,LPI 디럭스,"141,000km",경기,459,LPG(일반인 구입),흰색,Ncar
15080,기아,올 뉴 모닝 (JA),17/11식,LPi 디럭스,"171,000km",경기,529,LPG(일반인 구입),흰색,Ncar
15081,쉐보레(GM대우),올란도,11/11식(12년형),LPG LTZ,"286,000km",경기,370,LPG(일반인 구입),흰색,Ncar
15082,르노삼성,SM6,18/08식(19년형),2.0 GDe SE,"78,740km",대구,"1,330",가솔린,흰색,Ncar
15083,현대,쏘나타 (DN8),21/08식(22년형),2.0,"1,052km",경기,"2,670",가솔린,흰색,Ncar
15084,기아,올 뉴 카니발,17/04식,9인승 하이리무진,"82,745km",경남,"3,090",디젤,흰색,Ncar
15085,현대,그랜드 스타렉스,09/10식(10년형),12인승 왜건,"82,563km",경남,780,디젤,흰색,Ncar
15086,기아,스포티지 4세대,16/04식,디젤 2.0 2WD 프레스티지,"114,700km",대구,"1,439",디젤,흰색,Ncar
15087,현대,제네시스 DH,18/08식,3.8 수출형,"54,000km",전북,"3,100",가솔린,흰색,Ncar
15088,기아,카니발 R,11/06식,그랜드 카니발 GLX,"280,000km",전북,480,디젤,흰색,Ncar
15089,쌍용,티볼리,15/10식(16년형),디젤 VX 2WD,"102,000km",전북,"1,050",디젤,흰색,Ncar
15090,기아,더 뉴 K5 2세대,18/04식,2.0 LPI 택시형,"81,300km",경기,"1,050",LPG(일반인 구입),흰색,Ncar
15091,현대,쏘나타 (DN8),21/04식,1.6 터보,"9,294km",경기,"3,299",가솔린,흰색,Ncar
15092,쌍용,더 뉴 코란도 스포츠,16/10식(17년형),2.2 익스트림 4WD,"102,750km",경기,"1,659",디젤,흰색,Ncar
15093,기아,K7 프리미어,21/01식,2.5 GDI X 에디션,"20,839km",경기,"3,089",가솔린,흰색,Ncar
15094,쌍용,티볼리,17/04식,LX 2WD,"47,514km",부산,"1,390",가솔린,흰색,Ncar
15095,기아,스포티지 R,12/02식,디젤 2WD TLX,"130,000km",경북,970,디젤,흰색,Ncar
15096,기아,스포티지 4세대,16/04식,디젤 2.0 2WD 프레스티지,"114,700km",대구,"1,439",디젤,흰색,Ncar
15097,현대,제네시스 DH,18/08식,3.8 수출형,"54,000km",전북,"3,100",가솔린,흰색,Ncar
15098,기아,카니발 R,11/06식,그랜드 카니발 GLX,"280,000km",전북,480,디젤,흰색,Ncar
15099,쌍용,티볼리,15/10식(16년형),디젤 VX 2WD,"102,000km",전북,"1,050",디젤,흰색,Ncar
15100,기아,더 뉴 K5 2세대,18/04식,2.0 LPI 택시형,"81,300km",경기,"1,050",LPG(일반인 구입),흰색,Ncar
15101,현대,쏘나타 (DN8),21/04식,1.6 터보,"9,294km",경기,"3,299",가솔린,흰색,Ncar
15102,쌍용,더 뉴 코란도 스포츠,16/10식(17년형),2.2 익스트림 4WD,"102,750km",경기,"1,659",디젤,흰색,Ncar
15103,기아,K7 프리미어,21/01식,2.5 GDI X 에디션,"20,839km",경기,"3,089",가솔린,흰색,Ncar
15104,쌍용,티볼리,17/04식,LX 2WD,"47,514km",부산,"1,390",가솔린,흰색,Ncar
15105,기아,스포티지 R,12/02식,디젤 2WD TLX,"130,000km",경북,970,디젤,흰색,Ncar
15106,쌍용,티볼리,15/08식,LX 2WD,"40,000km",경북,"1,430",가솔린,흰색,Ncar
15107,현대,아반떼 AD,17/09식(18년형),1.6 GDI 밸류 플러스,"69,000km",경북,"1,370",가솔린,흰색,Ncar
15108,현대,아반떼 AD,16/01식,1.6 GDI 스타일,"78,042km",대구,950,가솔린,흰색,Ncar
15109,쉐보레(GM대우),더 뉴 스파크,19/01식,LS,"37,225km",대구,800,가솔린,흰색,Ncar
15110,기아,올 뉴 모닝 (JA),18/12식,트렌디,"22,334km",대구,950,가솔린,흰색,Ncar
15111,기아,올 뉴 모닝 (JA),17/07식,럭셔리,"127,709km",대구,750,가솔린,흰색,Ncar
15112,기아,더 뉴 스포티지 R,15/05식(16년형),디젤 2WD 럭셔리,"102,465km",경기,"1,090",디젤,흰색,Ncar
15113,기아,올 뉴 프라이드,12/10식(13년형),1.6 GDI 세단,"109,881km",경기,390,가솔린,흰색,Ncar
15114,쉐보레(GM대우),더 넥스트 스파크,15/08식(16년형),LT,"34,793km",부산,655,가솔린,흰색,Ncar
15115,기아,쏘렌토 R,11/01식,디젤 2.0 2WD TLX,"135,945km",부산,899,디젤,흰색,Ncar
15116,현대,쏘나타 더 브릴리언트,12/09식(13년형),CVVL 스마트,"147,639km",부산,595,가솔린,흰색,Ncar
15117,기아,K3,14/03식,트렌디,"95,560km",부산,899,가솔린,흰색,Ncar
15118,현대,코나,17/11식(18년형),1.6 터보 2WD,"23,046km",경기,"1,990",가솔린,흰색,Ncar
15119,현대,뉴 투싼 ix,15/01식,디젤(e-VGT) 2WD,"126,030km",부산,"1,190",디젤,흰색,Ncar
15120,르노삼성,뉴SM5(신형),10/01식,LE,"172,322km",부산,333,가솔린,흰색,Ncar
15121,기아,더 뉴 쏘렌토,17/08식(18년형),디젤 2.2 4WD,"102,619km",부산,"2,650",디젤,흰색,Ncar
15122,쌍용,티볼리 아머,18/10식(19년형),TX 2WD,"97,195km",경기,"1,270",가솔린,흰색,Ncar
15123,제네시스,G80 (RG3),20/12식(21년형),가솔린 2.5 터보 2WD,"13,410km",경기,"5,350",가솔린,흰색,Ncar
15124,기아,스포티지 4세대,17/08식(18년형),디젤 1.7 2WD 트렌디,"83,953km",경기,"1,470",디젤,흰색,Ncar
15125,기아,더 뉴 니로,19/04식(20년형),1.6 HEV,"107,071km",경기,"1,700",가솔린+전기,흰색,Ncar
15126,쉐보레(GM대우),라세티 프리미어,10/12식,1.8 CDX ID,"122,117km",경기,250,가솔린,흰색,Ncar
15127,,,,,,,,,흰색,Ncar
15128,쌍용,G4 렉스턴,18/04식,디젤 2.2 4WD,"33,319km",경기,"2,670",디젤,흰색,Ncar
15129,현대,쏘나타 더 브릴리언트,14/07식,CVVL 모던,"188,435km",경기,590,가솔린,흰색,Ncar
15130,현대,더 뉴 아반떼,15/01식,1.6 VGT 모던,"127,195km",대구,730,디젤,흰색,Ncar
15131,르노삼성,SM6,18/08식(19년형),2.0 GDe SE,"78,740km",대구,"1,330",가솔린,흰색,Ncar
15132,현대,아반떼 AD,17/09식(18년형),1.6 GDI 스마트,"64,000km",대구,"1,460",가솔린,흰색,Ncar
15133,현대,쏘나타 (DN8),21/08식(22년형),2.0,"1,052km",경기,"2,670",가솔린,흰색,Ncar
15134,기아,올 뉴 카니발,17/02식,9인승 하이리무진,"87,000km",서울,"2,998",디젤,흰색,Ncar
15135,쉐보레(GM대우),스파크,14/05식,LPG 밴,"140,359km",서울,340,LPG(일반인 구입),흰색,Ncar
15136,현대,싼타페 DM,13/04식,디젤(e-VGT) 2.2 2WD 익스클루시브,"114,000km",부산,"1,420",디젤,흰색,Ncar
15137,현대,팰리세이드,19/01식,디젤 2.2 4WD,"50,000km",부산,"3,990",디젤,흰색,Ncar
15138,현대,싼타페 TM,19/06식(20년형),디젤 2.0 4WD,"71,707km",대구,"2,590",디젤,흰색,Ncar
15139,현대,LF 쏘나타,14/08식(15년형),LPI 모던,"112,702km",대구,990,LPG(일반인 구입),흰색,Ncar
15140,기아,더 뉴 니로,20/03식,1.6 HEV,"22,174km",대구,"1,990",가솔린+전기,흰색,Ncar
15141,쌍용,티볼리,17/04식,LX 2WD,"47,514km",부산,"1,390",가솔린,흰색,Ncar
15142,쉐보레(GM대우),어메이징 뉴 크루즈,16/03식,1.8 LTZ,"33,323km",경기,860,가솔린,흰색,Ncar
15143,기아,더 뉴 쏘렌토,17/10식(18년형),디젤 2.2 4WD,"80,610km",경기,"2,650",디젤,흰색,Ncar
15144,기아,더 뉴 K5,15/01식,럭셔리,"134,000km",대전,880,가솔린,흰색,Ncar
15145,기아,스팅어,17/10식(18년형),2.0 터보 AWD,"21,945km",대구,"3,099",가솔린,흰색,Ncar
15146,현대,제네시스 DH,15/03식,G330 프리미엄 AWD,"97,892km",대구,"2,499",가솔린,흰색,Ncar
15147,현대,쏘나타 (DN8),21/08식(22년형),2.0,"1,052km",경기,"2,670",가솔린,흰색,Ncar
15148,기아,올 뉴 카니발,17/02식,9인승 하이리무진,"87,000km",서울,"2,998",디젤,흰색,Ncar
15149,쉐보레(GM대우),스파크,14/05식,LPG 밴,"140,359km",서울,340,LPG(일반인 구입),흰색,Ncar
15150,현대,싼타페 DM,13/04식,디젤(e-VGT) 2.2 2WD 익스클루시브,"114,000km",부산,"1,420",디젤,흰색,Ncar
15151,현대,팰리세이드,19/01식,디젤 2.2 4WD,"50,000km",부산,"3,990",디젤,흰색,Ncar
15152,현대,싼타페 TM,19/06식(20년형),디젤 2.0 4WD,"71,707km",대구,"2,590",디젤,흰색,Ncar
15153,현대,LF 쏘나타,14/08식(15년형),LPI 모던,"112,702km",대구,990,LPG(일반인 구입),흰색,Ncar
15154,기아,더 뉴 니로,20/03식,1.6 HEV,"22,174km",대구,"1,990",가솔린+전기,흰색,Ncar
15155,쌍용,티볼리,17/04식,LX 2WD,"47,514km",부산,"1,390",가솔린,흰색,Ncar
15156,쉐보레(GM대우),어메이징 뉴 크루즈,16/03식,1.8 LTZ,"33,323km",경기,860,가솔린,흰색,Ncar
15157,기아,더 뉴 쏘렌토,17/10식(18년형),디젤 2.2 4WD,"80,610km",경기,"2,650",디젤,흰색,Ncar
15158,기아,더 뉴 K5,15/01식,럭셔리,"134,000km",대전,880,가솔린,흰색,Ncar
15159,기아,스팅어,17/10식(18년형),2.0 터보 AWD,"21,945km",대구,"3,099",가솔린,흰색,Ncar
15160,현대,제네시스 DH,15/03식,G330 프리미엄 AWD,"97,892km",대구,"2,499",가솔린,흰색,Ncar
15161,제네시스,G70,18/11식(19년형),2.0T,"39,980km",대구,"3,640",가솔린,흰색,Ncar
15162,기아,올 뉴 모닝 (JA),18/04식,트렌디,"16,636km",대전,780,가솔린,흰색,Ncar
15163,쌍용,티볼리,15/09식(16년형),VX 2WD,"72,028km",서울,"1,230",가솔린,흰색,Ncar
15164,현대,그랜저 HG,16/06식(17년형),HG300 프리미엄,"57,365km",서울,"1,760",가솔린,흰색,Ncar
15165,기아,레이,14/11식(15년형),럭셔리,"107,941km",서울,780,가솔린,흰색,Ncar
15166,쌍용,티볼리 아머,18/12식(19년형),디젤 기어 플러스Ⅰ 2WD,"107,562km",서울,"1,350",디젤,흰색,Ncar
15167,현대,더 뉴 아반떼 AD,19/05식,1.6,"23,226km",경기,"1,615",가솔린,흰색,Ncar
15168,기아,올 뉴 카니발,17/08식(18년형),9인승 노블레스,"61,575km",대구,"2,070",디젤,흰색,Ncar
15169,기아,올 뉴 카니발,17/08식(18년형),9인승 프레스티지,"138,856km",대구,"1,760",디젤,흰색,Ncar
15170,쉐보레(GM대우),크루즈,11/12식(12년형),1.8 LT+,"63,700km",경기,389,가솔린,흰색,Ncar
15171,현대,그랜저 HG,15/09식(16년형),HG220 디젤 프리미엄,"94,260km",경기,"1,650",디젤,흰색,Ncar
15172,르노삼성,QM6,18/09식(19년형),가솔린 2WD RE 시그니처,"28,120km",경기,"2,249",가솔린,흰색,Ncar
15173,기아,모하비 더 마스터,20/07식(21년형),디젤 3.0 4WD 5인승,"34,358km",경기,"4,739",디젤,흰색,Ncar
15174,기아,셀토스,21/03식(22년형),가솔린 1.6 터보 2WD,644km,경기,"2,699",가솔린,흰색,Ncar
15175,기아,스팅어,19/03식,2.0 터보 2WD,"38,192km",경기,"3,370",가솔린,흰색,Ncar
15176,,,,,,,,,흰색,Ncar
15177,기아,올 뉴 모닝 (JA),19/07식,디럭스,"17,576km",경기,860,가솔린,흰색,Ncar
15178,기아,K3,13/01식,럭셔리,"84,078km",경기,890,가솔린,흰색,Ncar
15179,쌍용,티볼리,16/03식,TX 2WD,"78,478km",경기,970,가솔린,흰색,Ncar
15180,쌍용,티볼리 에어,17/09식(18년형),가솔린 1.6 IX 2WD,"25,654km",경기,"1,570",가솔린,흰색,Ncar
15181,기아,올 뉴 카니발,15/01식,9인승 노블레스,"95,170km",경기,"2,150",디젤,흰색,Ncar
15182,기아,스포티지 더 볼드,18/12식(19년형),디젤 2.0 2WD,"31,880km",경기,"2,189",디젤,흰색,Ncar
15183,현대,더 뉴 아반떼 AD,19/01식,1.6,"114,779km",경기,"1,340",가솔린,흰색,Ncar
15184,현대,올 뉴 투싼,15/09식(16년형),디젤 1.7 2WD,"84,950km",경기,"1,520",디젤,흰색,Ncar
15185,현대,싼타페 더 프라임,16/01식,디젤 2.0 2WD,"96,595km",경기,"1,550",디젤,흰색,Ncar
15186,현대,그랜저 IG,16/12식(17년형),2.4 프리미엄,"58,750km",경기,"2,280",가솔린,흰색,Ncar
15187,현대,올 뉴 투싼,17/05식(18년형),디젤 2.0 2WD,"141,014km",경기,"1,420",디젤,흰색,Ncar
15188,르노삼성,SM5 노바,18/07식,LPLi 택시렌터카 고급형,"160,926km",경기,690,LPG(일반인 구입),흰색,Ncar
15189,기아,카니발 R,11/07식,그랜드 카니발 GLX,"138,437km",경기,699,디젤,흰색,Ncar
15190,기아,올 뉴 모닝,14/08식(15년형),밴,"127,243km",경기,370,가솔린,흰색,Ncar
15191,현대,올 뉴 투싼,18/02식,디젤 1.7 2WD,"55,636km",경기,"1,850",디젤,흰색,Ncar
15192,현대,벨로스터 (JS),19/03식,2.0 N,"20,954km",경기,"2,380",가솔린,흰색,Ncar
15193,르노삼성,뉴SM5 플래티넘,13/09식,LPLI 택시렌터카 고급형,"129,916km",서울,490,LPG(일반인 구입),흰색,Ncar
15194,현대,싼타페 더 프라임,15/09식(16년형),디젤 2.2 2WD,"75,257km",대전,"1,999",디젤,흰색,Ncar
15195,제네시스,GV80,20/10식,2.5T 가솔린 AWD,"13,736km",대전,"6,300",가솔린,흰색,Ncar
15196,현대,그랜저 HG,16/04식,HG240 모던 컬렉션,"139,531km",대전,990,가솔린,흰색,Ncar
15197,현대,아반떼 AD,17/01식,1.6 GDI 밸류 플러스,"69,100km",대구,"1,250",가솔린,흰색,Ncar
15198,르노삼성,SM5 노바,18/07식,LPLi 택시렌터카 고급형,"160,926km",경기,690,LPG(일반인 구입),흰색,Ncar
15199,기아,카니발 R,11/07식,그랜드 카니발 GLX,"138,437km",경기,699,디젤,흰색,Ncar
15200,기아,올 뉴 모닝,14/08식(15년형),밴,"127,243km",경기,370,가솔린,흰색,Ncar
15201,현대,올 뉴 투싼,18/02식,디젤 1.7 2WD,"55,636km",경기,"1,850",디젤,흰색,Ncar
15202,현대,벨로스터 (JS),19/03식,2.0 N,"20,954km",경기,"2,380",가솔린,흰색,Ncar
15203,르노삼성,뉴SM5 플래티넘,13/09식,LPLI 택시렌터카 고급형,"129,916km",서울,490,LPG(일반인 구입),흰색,Ncar
15204,현대,싼타페 더 프라임,15/09식(16년형),디젤 2.2 2WD,"75,257km",대전,"1,999",디젤,흰색,Ncar
15205,제네시스,GV80,20/10식,2.5T 가솔린 AWD,"13,736km",대전,"6,300",가솔린,흰색,Ncar
15206,현대,그랜저 HG,16/04식,HG240 모던 컬렉션,"139,531km",대전,990,가솔린,흰색,Ncar
15207,현대,아반떼 AD,17/01식,1.6 GDI 밸류 플러스,"69,100km",대구,"1,250",가솔린,흰색,Ncar
15208,현대,아반떼 AD,16/05식,1.6 GDI 모던,"47,676km",대전,"2,222",가솔린,흰색,Ncar
15209,기아,더 뉴 스포티지 R,14/07식,디젤 2WD 트렌디,"84,300km",경기,"1,220",디젤,흰색,Ncar
15210,기아,올 뉴 쏘렌토,15/04식,디젤 2.0 2WD,"89,000km",경기,"1,860",디젤,흰색,Ncar
15211,기아,더 뉴 프라이드,15/11식,4DR 1.4 MPI,"118,489km",경기,670,가솔린,흰색,Ncar
15212,르노삼성,SM5 노바,15/05식,LE,"47,050km",경기,"1,050",가솔린,흰색,Ncar
15213,기아,더 뉴 쏘렌토,18/06식(19년형),디젤 2.0 2WD,"98,958km",인천,"2,220",디젤,흰색,Ncar
15214,기아,K5 2세대,15/07식(16년형),2.0 MX,"155,033km",인천,"1,090",가솔린,흰색,Ncar
15215,현대,아반떼 AD,16/05식(17년형),1.6 GDI 스마트,"48,986km",인천,"1,120",가솔린,흰색,Ncar
15216,현대,스타리아,21/08식(22년형),L3.5 라운지 9인승,"1,193km",서울,"4,180",LPG(일반인 구입),흰색,Ncar
15217,현대,싼타페 더 프라임,15/07식(16년형),디젤 2.0 4WD,"58,143km",서울,"2,430",디젤,흰색,Ncar
15218,현대,쏘나타 더 브릴리언트,13/01식,CVVL 스마트,"49,571km",대전,"1,080",가솔린,흰색,Ncar
15219,현대,더 뉴 코나,20/10식(21년형),가솔린 1.6 터보 4WD,"4,400km",서울,"2,890",가솔린,흰색,Ncar
15220,쉐보레(GM대우),크루즈5,14/10식,1.4 터보 LTZ+,"114,000km",경남,550,가솔린,흰색,Ncar
15221,기아,그랜드 카니발,08/03식,GLX,"138,000km",경남,390,디젤,흰색,Ncar
15222,기아,올 뉴 쏘렌토,15/02식,디젤 2.2 2WD,"94,457km",경기,"2,150",디젤,흰색,Ncar
15223,르노삼성,SM6,18/11식(19년형),2.0 LPe SE (장애인용),"58,265km",경기,"1,660",LPG(일반인 구입),흰색,Ncar
15224,기아,올 뉴 K7,16/07식,2.4 GDI 프레스티지,"72,407km",경기,"2,050",가솔린,흰색,Ncar
15225,현대,벨로스터,14/11식(15년형),PYL,"65,700km",경기,750,가솔린,흰색,Ncar
15226,기아,K5 2세대,15/10식(16년형),2.0 SX,"128,000km",대구,"1,270",가솔린,흰색,Ncar
15227,현대,쏘나타 (DN8),19/04식(20년형),2.0,"14,138km",경기,"2,550",가솔린,흰색,Ncar
15228,기아,K5 하이브리드,11/08식(12년형),노블레스,"122,666km",경기,840,가솔린+전기,흰색,Ncar
15229,쌍용,렉스턴 W,14/01식,2.0 4WD RX7,"92,154km",울산,"1,190",디젤,흰색,Ncar
15230,기아,K3,13/09식,노블레스,"67,256km",울산,"1,090",가솔린,흰색,Ncar
15231,현대,올 뉴 투싼,16/09식(17년형),디젤 2.0 4WD,"60,648km",울산,"2,020",디젤,흰색,Ncar
15232,기아,카니발 R,12/01식,뉴카니발 GLX,"80,649km",대구,"1,150",디젤,흰색,Ncar
15233,기아,더 뉴 K5,13/06식(14년형),노블레스,"107,143km",대구,"1,190",가솔린,흰색,Ncar
15234,쉐보레(GM대우),뉴 라보,17/06식,접이식탑차 롱카고,"30,336km",대구,499,LPG(일반인 구입),흰색,Ncar
15235,쌍용,렉스턴 스포츠 칸,20/06식(21년형),디젤 2.2 2WD,"12,455km",전북,"2,999",디젤,흰색,Ncar
15236,제네시스,G70,18/11식(19년형),3.3T 스포츠 AWD,"59,200km",전북,"3,350",가솔린,흰색,Ncar
15237,기아,더 뉴 K3,16/01식,노블레스,"74,451km",전북,"1,350",가솔린,흰색,Ncar
15238,현대,쏘나타 (DN8),20/02식,1.6 터보,"21,624km",전북,"2,120",가솔린,흰색,Ncar
15239,현대,뉴 투싼 ix,14/06식(15년형),디젤(e-VGT) 4WD,"83,000km",부산,"1,360",디젤,흰색,Ncar
15240,,,,,,,,,흰색,Ncar
15241,기아,올 뉴 카니발,17/06식(18년형),9인승 프레스티지,"121,577km",경기,"2,030",디젤,흰색,Ncar
15242,기아,K5,10/11식(11년형),2.0 프레스티지,"175,385km",대전,650,가솔린,흰색,Ncar
15243,르노삼성,SM3 네오,14/05식(15년형),SE 플러스,"83,467km",대구,690,가솔린,흰색,Ncar
15244,현대,쏘나타 뉴 라이즈,17/09식(18년형),LPI 스타일,"129,252km",대구,"1,180",LPG(일반인 구입),흰색,Ncar
15245,현대,YF 쏘나타,10/11식(11년형),Y20 프리미어,"81,081km",부산,730,가솔린,흰색,Ncar
15246,기아,올 뉴 쏘렌토,15/02식,디젤 2.2 2WD,"94,457km",경기,"2,150",디젤,흰색,Ncar
15247,르노삼성,SM6,18/11식(19년형),2.0 LPe SE (장애인용),"58,265km",경기,"1,660",LPG(일반인 구입),흰색,Ncar
15248,기아,스토닉,18/01식,1.4,"69,665km",충남,"1,600",가솔린,흰색,Ncar
15249,현대,YF 쏘나타,10/11식(11년형),Y20 프리미어,"81,081km",부산,730,가솔린,흰색,Ncar
15250,기아,올 뉴 쏘렌토,15/02식,디젤 2.2 2WD,"94,457km",경기,"2,150",디젤,흰색,Ncar
15251,르노삼성,SM6,18/11식(19년형),2.0 LPe SE (장애인용),"58,265km",경기,"1,660",LPG(일반인 구입),흰색,Ncar
15252,기아,스토닉,18/01식,1.4,"69,665km",충남,"1,600",가솔린,흰색,Ncar
15253,기아,K5,12/10식(13년형),2.0 럭셔리,"149,708km",충남,660,가솔린,흰색,Ncar
15254,기아,스포티지 4세대,16/01식,디젤 1.7 2WD 트렌디,"101,061km",충남,"1,200",디젤,흰색,Ncar
15255,쉐보레(GM대우),더 뉴 스파크,18/12식(19년형),프리미어,"40,000km",인천,790,가솔린,흰색,Ncar
15256,쌍용,티볼리,17/08식,디젤 TX 2WD,"103,570km",경북,"1,070",가솔린,흰색,Ncar
15257,현대,팰리세이드,20/11식(21년형),디젤 2.2 2WD,"18,426km",서울,"4,700",디젤,흰색,Ncar
15258,현대,엑센트(신형),14/09식(15년형),1.4 VVT 모던,"82,288km",울산,730,가솔린,흰색,Ncar
15259,기아,쏘렌토 R,12/02식,디젤 2.0 2WD TLX,"143,678km",울산,"1,080",디젤,흰색,Ncar
15260,기아,올 뉴 K3,19/03식,럭셔리,"39,304km",울산,"1,680",가솔린,흰색,Ncar
15261,기아,더 뉴 모하비,16/07식(17년형),디젤 3.0 4WD,"47,373km",울산,"2,980",디젤,흰색,Ncar
15262,기아,K5,11/07식,2.0 프레스티지,"145,251km",울산,780,가솔린,흰색,Ncar
15263,기아,스포티지 R,12/08식(13년형),디젤 2WD 리미티드,"125,505km",울산,"1,030",디젤,흰색,Ncar
15264,기아,올 뉴 모닝 (JA),17/05식,럭셔리,"69,873km",강원,880,가솔린,흰색,Ncar
15265,기아,스토닉,18/02식,디젤 1.6,"33,555km",강원,"1,590",디젤,흰색,Ncar
15266,기아,스포티지 4세대,15/12식(16년형),디젤 2.0 2WD 트렌디,"132,140km",강원,"1,250",디젤,흰색,Ncar
15267,기아,더 뉴 K5 2세대,18/10식(19년형),2.0 LPI 렌터카용,"98,238km",강원,"1,499",LPG(일반인 구입),흰색,Ncar
15268,,,,,,,,,흰색,Ncar
15269,기아,K5 2세대,15/11식(16년형),2.0 MX,"147,753km",강원,"1,230",가솔린,흰색,Ncar
15270,쉐보레(GM대우),더 넥스트 스파크,15/10식(16년형),LT,"36,309km",강원,770,가솔린,흰색,Ncar
