,brand,name,year,info,km,location,price,type,color,websites
4897,제네시스,GV70,21/04식,2.5T 가솔린 2WD,"7,349km",경기,"5,960",가솔린,흰색,Ncar
4898,기아,카니발 4세대,21/07식,9인승 프레스티지,"5,049km",경기,"9,999",디젤,흰색,Ncar
4899,현대,올 뉴 투싼,18/01식,디젤 2.0 2WD,"46,881km",경기,"2,099",디젤,흰색,Ncar
4900,쉐보레(GM대우),더 넥스트 스파크,15/10식(16년형),LTZ,"23,298km",경기,910,가솔린,흰색,Ncar
4901,르노삼성,XM3,20/05식,1.3 TCe RE,"11,177km",경기,"2,130",가솔린,흰색,Ncar
4902,기아,올 뉴 쏘렌토,15/04식,디젤 2.0 2WD,"144,196km",충남,"1,770",디젤,흰색,Ncar
4903,제네시스,GV80,20/04식,3.0 디젤 AWD,"42,341km",경기,"6,290",디젤,흰색,Ncar
4904,기아,올 뉴 카니발,17/12식(18년형),7인승 리무진,"59,768km",충북,"2,630",디젤,흰색,Ncar
4905,기아,더 프레스티지 K7,11/10식(12년형),2.4 GDI 럭셔리,"89,091km",울산,890,가솔린,흰색,Ncar
4906,제네시스,G90,20/07식(21년형),3.8 AWD,"2,582km",대전,"9,590",가솔린,흰색,Ncar
4907,제네시스,G80,18/01식,3.3 GDI,"47,416km",경기,"3,390",가솔린,흰색,Ncar
4908,르노삼성,뉴SM5(신형),11/07식,RE,"156,813km",경기,440,가솔린,흰색,Ncar
4909,기아,올 뉴 K7,18/10식,2.4 GDI 리미티드,"60,229km",대구,"2,350",가솔린,흰색,Ncar
4910,기아,올 뉴 K7,17/05식,3.0 LPI 럭셔리 (렌터카),"124,655km",경기,"1,490",LPG(일반인 구입),흰색,Ncar
4911,현대,팰리세이드,19/10식,디젤 2.2 2WD,"29,531km",서울,"3,880",디젤,흰색,Ncar
4912,쌍용,코란도 스포츠,13/04식,CX7 4WD,"183,398km",전북,899,디젤,흰색,Ncar
4913,기아,스포티지 4세대,18/06식,디젤 2.0 2WD 프레스티지,"89,327km",경기,"1,820",디젤,흰색,Ncar
4914,제네시스,GV80,21/04식,3.5T 가솔린 AWD,"8,978km",서울,"7,970",가솔린,흰색,Ncar
4915,현대,싼타페 DM,13/11식(14년형),디젤(e-VGT) 2.0 2WD 프리미엄,"136,106km",광주,"1,370",디젤,흰색,Ncar
4916,제네시스,G70,19/11식(20년형),2.2D AWD,"32,950km",서울,"3,800",디젤,흰색,Ncar
4917,기아,더 뉴 레이,19/08식,럭셔리,"28,431km",충남,"1,220",가솔린,흰색,Ncar
4918,기아,쏘렌토,06/01식,디젤(VGT) 4WD TLX,"158,398km",전북,360,디젤,흰색,Ncar
4919,기아,K5 2세대,18/01식,2.0 MX,"42,051km",충남,"1,669",가솔린,흰색,Ncar
4920,쉐보레(GM대우),어메이징 뉴 크루즈,16/03식,1.4 터보 LTZ,"68,542km",경기,999,가솔린,흰색,Ncar
4921,현대,제네시스 DH,14/02식,G330 프리미엄 AWD,"107,000km",경기,"2,200",가솔린,흰색,Ncar
4922,기아,스포티지 4세대,15/11식(16년형),디젤 2.0 2WD 노블레스,"99,208km",경기,"1,590",디젤,흰색,Ncar
4923,현대,싼타페 TM,18/07식(19년형),디젤 2.2 2WD,"31,292km",서울,"3,150",디젤,흰색,Ncar
4924,기아,올 뉴 카니발,15/10식(16년형),9인승 프레스티지,"150,821km",충남,"1,698",디젤,흰색,Ncar
4925,현대,쏘나타 뉴 라이즈,16/04식,LPI 스타일,"98,253km",광주,"1,450",LPG(일반인 구입),흰색,Ncar
4926,현대,싼타페 CM,12/01식,4WD(2.2 e-VGT) MLX,"134,846km",대구,"1,050",디젤,흰색,Ncar
4927,현대,그랜저 IG,17/03식,2.2 디젤 프리미엄,"62,555km",광주,"2,670",디젤,흰색,Ncar
4928,기아,올 뉴 모닝,11/02식(12년형),럭셔리,"90,355km",경기,"9,999",가솔린,흰색,Ncar
4929,현대,그랜저 IG,17/04식(18년형),2.4 프리미엄,"70,118km",충남,"2,180",가솔린,흰색,Ncar
4930,쌍용,티볼리,15/09식(16년형),디젤 LX 2WD,"49,710km",대구,"1,190",디젤,흰색,Ncar
4931,,,,,,,,,흰색,Ncar
4932,쉐보레(GM대우),올란도,16/01식,1.6 디젤 LT,"136,316km",대구,980,디젤,흰색,Ncar
4933,현대,팰리세이드,19/09식,디젤 2.2 4WD,"35,115km",경기,"4,050",디젤,흰색,Ncar
4934,기아,K8,21/04식(22년형),3.5 가솔린 2WD,"4,846km",대구,"4,860",가솔린,흰색,Ncar
4935,기아,올 뉴 모닝 (JA),19/08식(20년형),프레스티지,"16,711km",서울,"1,190",가솔린,흰색,Ncar
4936,르노삼성,XM3,20/05식,1.3 TCe RE 시그니처,"14,779km",경기,"2,220",가솔린,흰색,Ncar
4937,제네시스,G70,18/08식,3.3T 스포츠 AWD,"33,582km",경기,"3,890",가솔린,흰색,Ncar
4938,현대,LF 쏘나타,15/01식,2.0 프리미엄,"140,882km",경기,"1,500",가솔린,흰색,Ncar
4939,현대,그랜저 IG,17/09식(18년형),2.4 모던,"22,794km",경기,"2,250",가솔린,흰색,Ncar
4940,쉐보레(GM대우),캡티바,14/08식(15년형),2WD LT 프리미엄,"106,746km",충남,959,디젤,흰색,Ncar
4941,현대,아이오닉 일렉트릭,18/07식(19년형),Q,"22,027km",대구,"2,299",전기,흰색,Ncar
4942,쌍용,코란도 투리스모,17/09식,4WD RX 9인승,"122,725km",대구,"1,580",디젤,흰색,Ncar
4943,기아,더 뉴 카니발,19/08식,7인승 리무진,"65,985km",충남,"3,120",디젤,흰색,Ncar
4944,쌍용,티볼리 에어,17/07식,디젤 RX 2WD,"84,528km",경기,"1,499",디젤,흰색,Ncar
4945,현대,아반떼 (CN7),20/07식(21년형),1.6,"45,551km",인천,"1,790",가솔린,흰색,Ncar
4946,현대,더 뉴 아반떼,15/01식,1.6 GDi 스마트,"94,343km",대전,785,가솔린,흰색,Ncar
4947,기아,더 뉴 K9,16/08식,3.3 GDI 이그제큐티브,"80,987km",광주,"2,820",가솔린,흰색,Ncar
4948,현대,YF 쏘나타,09/10식(10년형),Y20 프라임,"96,000km",대전,580,가솔린,흰색,Ncar
4949,현대,i30,08/01식,1.6 VVT 프리미어,"105,727km",경기,460,가솔린,흰색,Ncar
4950,쉐보레(GM대우),어메이징 뉴 크루즈,16/03식,1.4 터보 LTZ,"68,542km",경기,999,가솔린,흰색,Ncar
4951,현대,그랜저 HG,12/03식,LPG HG300 이그제큐티브,"153,379km",대구,"1,299",LPG(일반인 구입),흰색,Ncar
4952,기아,올 뉴 K3,19/09식(20년형),럭셔리,"31,554km",경기,"1,650",가솔린,흰색,Ncar
4953,현대,투싼 ix,10/01식,디젤 2WD X20,"152,285km",대구,720,디젤,흰색,Ncar
4954,르노삼성,SM3 네오,15/04식,SE,"43,870km",서울,780,가솔린,흰색,Ncar
4955,현대,벨로스터 (JS),18/04식,1.4 터보 모던,"101,228km",인천,"1,030",가솔린,흰색,Ncar
4956,제네시스,GV80,20/04식,3.0 디젤 AWD,"42,341km",경기,"6,290",디젤,흰색,Ncar
4957,제네시스,G70,19/01식,3.3T 스포츠 AWD,"37,865km",대구,"9,999",가솔린,흰색,Ncar
4958,쌍용,티볼리 에어,17/07식,디젤 RX 2WD,"84,528km",경기,"1,499",디젤,흰색,Ncar
4959,현대,올 뉴 투싼,16/01식,디젤 1.7 2WD,"94,526km",충남,"1,699",디젤,흰색,Ncar
4960,르노삼성,XM3,20/04식,1.3 TCe RE 시그니처,"11,262km",부산,"2,183",가솔린,흰색,Ncar
4961,기아,더 뉴 니로,20/08식,1.6 HEV,"3,161km",경기,"2,990",가솔린+전기,흰색,Ncar
4962,르노삼성,SM6,16/06식,2.0 LPe LE (장애인용),"39,462km",경기,"1,590",LPG(일반인 구입),흰색,Ncar
4963,쉐보레(GM대우),올 뉴 말리부,16/08식(17년형),2.0 터보 LTZ,"32,532km",서울,"1,750",가솔린,흰색,Ncar
4964,쌍용,티볼리,16/12식(17년형),VX 2WD,"8,415km",서울,"1,490",가솔린,흰색,Ncar
4965,현대,아반떼 AD,17/07식(18년형),1.6 GDI 밸류 플러스,"64,246km",울산,"1,350",가솔린,흰색,Ncar
4966,기아,더 뉴 카니발,19/08식,7인승 리무진,"65,985km",충남,"3,120",디젤,흰색,Ncar
4967,기아,포르테 쿱,11/02식,2.0 프레스티지,"99,362km",대구,450,가솔린,흰색,Ncar
4968,현대,아반떼 MD,11/01식,M16 GDI 프리미어,"128,792km",대구,720,가솔린,흰색,Ncar
4969,쌍용,렉스턴 W,13/06식,2.0 2WD RX7,"134,661km",경기,820,디젤,흰색,Ncar
4970,,,,,,,,,흰색,Ncar
4971,기아,올 뉴 모닝,13/06식,럭셔리,"81,013km",충남,639,가솔린,흰색,Ncar
4972,기아,올 뉴 카니발,15/12식(16년형),9인승 럭셔리,"66,688km",대전,"1,880",디젤,흰색,Ncar
4973,현대,YF 쏘나타,11/01식,Y20 프라임,"106,917km",경기,570,가솔린,흰색,Ncar
4974,기아,올 뉴 K7,16/06식,3.3 GDI 노블레스,"64,378km",서울,"2,199",가솔린,흰색,Ncar
4975,기아,모닝 어반,20/12식(21년형),시그니처,"8,761km",경기,"1,390",가솔린,흰색,Ncar
4976,쉐보레(GM대우),더 넥스트 스파크,17/07식,LTZ,"82,700km",경기,390,가솔린,흰색,Ncar
4977,기아,스팅어,18/08식(19년형),2.0 터보 2WD,"43,272km",서울,"3,049",가솔린,흰색,Ncar
4978,기아,포르테 쿱,12/03식,1.6 GDI 프레스티지,"111,726km",경기,330,가솔린,흰색,Ncar
4979,기아,올 뉴 K7,18/07식,2.4 GDI 리미티드,"52,219km",경기,"2,650",가솔린,흰색,Ncar
4980,현대,LF 쏘나타,14/07식(15년형),2.0 프리미엄,"104,666km",대구,"1,360",가솔린,흰색,Ncar
4981,기아,모하비 더 마스터,21/05식,디젤 3.0 4WD 6인승,69km,경기,"5,050",디젤,흰색,Ncar
4982,르노삼성,뉴SM3,10/06식(11년형),LE,"119,699km",경기,279,가솔린,흰색,Ncar
4983,현대,엑센트(신형),11/06식,1.4 VVT 프리미어,"128,184km",충남,520,가솔린,흰색,Ncar
4984,현대,더 뉴 아반떼 AD,19/02식,1.6,"52,159km",경기,"1,550",가솔린,흰색,Ncar
4985,기아,쏘울 EV,15/06식,EV,"88,410km",서울,"1,219",전기,흰색,Ncar
4986,제네시스,G70,18/11식(19년형),2.0T AWD,"26,436km",광주,"3,580",가솔린,흰색,Ncar
4987,기아,올 뉴 쏘렌토,15/12식(16년형),디젤 2.0 2WD,"81,400km",광주,"2,030",디젤,흰색,Ncar
4988,기아,스토닉,17/09식(18년형),디젤 1.6,"50,968km",경기,"1,590",디젤,흰색,Ncar
4989,현대,팰리세이드,19/09식,디젤 2.2 4WD,"35,115km",경기,"4,050",디젤,흰색,Ncar
4990,기아,스포티지 4세대,18/02식,디젤 2.0 2WD 노블레스,"83,386km",대구,"2,170",디젤,흰색,Ncar
4991,기아,더 뉴 카니발,18/10식(19년형),가솔린 9인승 하이리무진,"27,790km",경기,"4,195",가솔린,흰색,Ncar
4992,현대,그랜저 IG,17/03식(18년형),2.2 디젤 프리미엄,"103,493km",인천,"2,550",디젤,흰색,Ncar
4993,제네시스,G70,18/08식,3.3T 스포츠 AWD,"33,582km",경기,"3,890",가솔린,흰색,Ncar
4994,현대,더 뉴 아반떼,14/02식,1.6 GDi 모던,"112,386km",경기,830,가솔린,흰색,Ncar
4995,현대,그랜저 IG,18/03식,3.0 익스클루시브,"60,143km",서울,"2,350",가솔린,흰색,Ncar
4996,현대,더 뉴 아반떼,13/09식(14년형),1.6 VGT 스마트,"127,523km",충남,720,디젤,흰색,Ncar
4997,기아,K5,11/10식(12년형),LPI 프레스티지,"138,800km",대구,650,LPG(일반인 구입),흰색,Ncar
4998,기아,쏘울 EV,15/06식,EV,"88,410km",서울,"1,219",전기,흰색,Ncar
4999,현대,아반떼 (CN7),21/04식,1.6,"4,887km",경기,"2,230",가솔린,흰색,Ncar
5000,현대,그랜저 HG,15/04식,HG240 모던,"74,831km",경기,"15,000,000",가솔린,흰색,Ncar
5001,기아,올 뉴 카니발,14/07식(15년형),9인승 프레스티지,"72,938km",경기,"1,880",디젤,흰색,Ncar
5002,현대,더 뉴 아반떼,14/08식(15년형),1.6 GDi 스마트,"168,423km",경기,650,가솔린,흰색,Ncar
5003,현대,그랜저 IG,17/09식(18년형),3.0 모던 베이직 (렌터카),"69,880km",경기,"1,890",가솔린,흰색,Ncar
5004,기아,K3,12/11식(13년형),프레스티지,"99,481km",경기,920,가솔린,흰색,Ncar
5005,기아,올 뉴 K7,17/01식,2.2 디젤 리미티드 에디션,"81,188km",대구,"2,490",디젤,흰색,Ncar
5006,쉐보레(GM대우),더 넥스트 스파크,16/06식,LT,"34,064km",경기,690,가솔린,흰색,Ncar
5007,현대,아반떼 MD,11/05식(12년형),M16 GDI 럭셔리,"102,123km",경기,670,가솔린,흰색,Ncar
5008,현대,제네시스 DH,14/08식(15년형),G330 프리미엄 AWD,"106,653km",경기,"2,550",가솔린,흰색,Ncar
5009,현대,더 뉴 아반떼,15/04식,1.6 GDi 모던,"102,214km",서울,830,가솔린,흰색,Ncar
5010,기아,레이,16/01식,밴 고급형,"142,775km",부산,519,가솔린,흰색,Ncar
5011,기아,레이,16/01식,밴 고급형,"138,841km",부산,519,가솔린,흰색,Ncar
5012,쉐보레(GM대우),크루즈5,14/07식,1.8 LTZ+,"29,757km",경기,770,가솔린,흰색,Ncar
5013,르노삼성,SM5 노바,15/09식,LPLi RE,"62,859km",부산,"1,380",LPG(일반인 구입),흰색,Ncar
5014,쌍용,코란도 투리스모,14/01식,4WD GT 11인승,"63,144km",부산,"1,090",디젤,흰색,Ncar
5015,쌍용,코란도 스포츠,16/01식,CX7 4WD,"88,322km",부산,"1,430",디젤,흰색,Ncar
5016,기아,쏘울 부스터,19/02식,1.6 T-GDI 노블레스,"15,220km",부산,"1,820",가솔린,흰색,Ncar
5017,현대,뉴 투싼 ix,14/10식(15년형),디젤(e-VGT) 2WD,"119,000km",부산,"1,120",디젤,흰색,Ncar
5018,쉐보레(GM대우),뉴 다마스,13/06식,5인승 코치,"36,600km",부산,480,LPG(일반인 구입),흰색,Ncar
5019,현대,YF 쏘나타,10/11식(11년형),Y20 프라임,"188,000km",부산,480,가솔린,흰색,Ncar
5020,쌍용,티볼리,15/11식(16년형),VX 2WD,"95,402km",부산,"1,150",가솔린,흰색,Ncar
5021,쌍용,G4 렉스턴,17/11식(18년형),디젤 2.2 2WD,"117,450km",부산,"2,049",디젤,흰색,Ncar
5022,르노삼성,SM6,16/12식,2.0 GDe LE,"77,053km",부산,"1,359",가솔린,흰색,Ncar
5023,,,,,,,,,흰색,Ncar
5024,현대,그랜저 HG,13/01식,HG300 익스클루시브,"72,817km",부산,"1,490",가솔린,흰색,Ncar
5025,기아,스포티지 더 볼드,20/03식,가솔린 2.0 2WD,"40,034km",경기,"2,520",가솔린,흰색,Ncar
5026,르노삼성,SM6,20/01식,2.0 GDe RE,"13,598km",경기,"2,300",가솔린,흰색,Ncar
5027,쌍용,올 뉴 렉스턴,21/02식,디젤 2.2 4WD,"2,132km",경기,"3,900",디젤,흰색,Ncar
5028,기아,올 뉴 카니발,16/07식(17년형),11인승 럭셔리,"88,376km",경기,"1,600",디젤,흰색,Ncar
5029,기아,셀토스,19/11식(20년형),가솔린 1.6 터보 2WD,"24,195km",경기,"2,540",가솔린,흰색,Ncar
5030,기아,더 뉴 레이,18/04식,프레스티지,"33,725km",경기,"1,330",가솔린,흰색,Ncar
5031,기아,K5,10/06식(11년형),LPI 프레스티지,"134,384km",부산,780,LPG(일반인 구입),흰색,Ncar
5032,기아,올 뉴 모닝,11/12식(12년형),디럭스 스페셜,"104,410km",부산,480,가솔린,흰색,Ncar
5033,현대,제네시스 DH,16/01식,G330 프리미엄 AWD,"136,179km",부산,"2,499",가솔린,흰색,Ncar
5034,쉐보레(GM대우),더 넥스트 스파크,17/11식(18년형),그래피티 에디션,"71,292km",서울,730,가솔린,흰색,Ncar
5035,쌍용,티볼리 에어,16/03식,디젤 IX 2WD,"127,431km",서울,990,디젤,흰색,Ncar
5036,기아,더 뉴 쏘렌토,18/08식(19년형),디젤 2.0 2WD,"93,000km",광주,"2,200",디젤,흰색,Ncar
