,brand,name,year,info,km,location,price,type,color
227,쉐보레(GM대우),리얼 뉴 콜로라도,20/11식(21년형),3.6 Z71-X 4WD,"6,479km",충남,"4,130",가솔린,빨강색
228,쉐보레(GM대우),아베오 해치백,12/12식(13년형),LT,"66,319km",전북,490,가솔린,빨강색
229,기아,올 뉴 모닝,12/09식(13년형),디럭스 스페셜,"33,453km",경기,490,가솔린,빨강색
230,현대,아반떼 (CN7),21/03식,1.6 터보 N Line,"10,778km",서울,"2,580",가솔린,빨강색
231,현대,더 뉴 코나,20/10식(21년형),가솔린 1.6 터보 4WD,"11,789km",경기,"2,730",가솔린,빨강색
232,기아,뉴모닝,10/02식,SLX 스페셜,"75,387km",부산,350,가솔린,빨강색
233,쌍용,베리 뉴 티볼리,20/06식(21년형),가솔린 1.5 2WD,"5,331km",부산,"1,599",가솔린,빨강색
234,르노삼성,클리오,18/12식(19년형),인텐스,"24,534km",경기,"1,390",디젤,빨강색
235,현대,코나 하이브리드,20/04식,프리미엄 스페셜,"10,146km",경기,"2,680",가솔린+전기,빨강색
236,쉐보레(GM대우),리얼 뉴 콜로라도,20/11식(21년형),3.6 Z71-X 4WD,"6,479km",충남,"4,130",가솔린,빨강색
237,현대,벨로스터 (JS),18/10식,1.6 터보 스포츠,"26,734km",경기,"1,890",가솔린,빨강색
238,쌍용,더 뉴 렉스턴 스포츠 칸,21/05식,디젤 2.2 4WD,"5,327km",서울,"3,740",디젤,빨강색
239,현대,벨로스터 (JS),18/08식,1.6 터보 스포츠,"56,000km",인천,"1,660",가솔린,빨강색
240,쉐보레(GM대우),더 뉴 트랙스,18/07식,1.4 LT,"25,000km",부산,"1,490",가솔린,빨강색
241,현대,벨로스터 (JS),19/03식,2.0 N,"27,838km",경기,"2,480",가솔린,빨강색
242,쌍용,코란도 스포츠,14/12식(15년형),어드벤처 60th 에디션 4WD,"65,679km",경기,"1,360",디젤,빨강색
243,,,,,,,,,빨강색
244,현대,벨로스터 (JS),18/10식,1.6 터보 스포츠,"26,734km",경기,"1,890",가솔린,빨강색
245,기아,스팅어,19/05식,2.0 터보 2WD,"22,655km",경기,"3,350",가솔린,빨강색
246,현대,벨로스터 (JS),18/09식(19년형),2.0 N,"27,130km",대구,"2,530",가솔린,빨강색
247,쉐보레(GM대우),트랙스,14/04식,1.4 LTZ,"71,408km",경기,899,가솔린,빨강색
248,쉐보레(GM대우),트랙스,16/05식,1.4 LT 래더패키지,"109,101km",경기,790,가솔린,빨강색
249,현대,벨로스터 (JS),19/03식,2.0 N,"27,838km",경기,"2,480",가솔린,빨강색
250,기아,더 뉴 쏘울,17/06식(18년형),1.6 GDi 프레스티지,"40,641km",경기,"1,460",가솔린,빨강색
251,현대,벨로스터,12/12식(13년형),터보 GDi 익스트림,"145,571km",부산,750,가솔린,빨강색
252,기아,스팅어,19/05식,2.0 터보 2WD,"22,655km",경기,"3,350",가솔린,빨강색
253,현대,쏘나타 (DN8),19/10식(20년형),2.0,"24,636km",인천,"2,100",가솔린,빨강색
254,쉐보레(GM대우),트랙스,16/05식,1.4 LT 래더패키지,"109,101km",경기,790,가솔린,빨강색
255,쉐보레(GM대우),트랙스,16/05식,1.4 LT 래더패키지,"109,101km",경기,790,가솔린,빨강색
256,현대,벨로스터 (JS),19/03식,2.0 N,"27,838km",경기,"2,480",가솔린,빨강색
