,brand,name,year,info,km,location,price,type,color
418,기아,더 뉴 K5,13/07식(14년형),프레스티지,"77,954km",경기,"1,200",가솔린,파란색
419,쌍용,티볼리,16/03식,디젤 LX 2WD,"41,923km",경기,"1,260",디젤,파란색
420,현대,아슬란,14/11식(15년형),G300 모던,"82,893km",대전,"1,790",가솔린,파란색
421,현대,싼타페 DM,14/01식,디젤(e-VGT) 2.0 2WD 프리미엄,"194,717km",대구,"1,030",디젤,파란색
422,기아,레이,12/10식(13년형),밴,"121,747km",전북,480,가솔린,파란색
423,기아,레이,14/02식,디럭스,"89,259km",경기,499,가솔린,파란색
424,기아,레이,14/09식(15년형),터보 프레스티지,"71,068km",서울,920,가솔린,파란색
425,제네시스,더 뉴 G70,21/07식,가솔린 3.3T 2WD,56km,광주,"4,690",가솔린,파란색
426,기아,올 뉴 프라이드,12/09식(13년형),1.6 GDI 세단,"73,406km",광주,670,가솔린,파란색
427,기아,쏘렌토 4세대,20/05식(21년형),디젤 2.2 2WD,"46,841km",경기,"3,500",디젤,파란색
428,기아,스포티지 4세대,16/02식,디젤 2.0 2WD 노블레스,"91,538km",인천,"1,550",디젤,파란색
429,현대,싼타페 더 프라임,15/10식(16년형),디젤 2.0 4WD,"67,527km",경기,"2,100",디젤,파란색
430,현대,그랜저 HG,12/05식,HG240 럭셔리,"138,694km",경기,820,가솔린,파란색
431,쉐보레(GM대우),스파크,14/12식,LT,"23,253km",광주,430,가솔린,파란색
432,기아,더 뉴 K7,13/05식,2.4 GDI 프레스티지,"113,938km",경기,950,가솔린,파란색
433,쌍용,티볼리,16/01식,VX 2WD,"75,949km",광주,"1,240",가솔린,파란색
434,르노삼성,뉴QM5,11/09식(12년형),디젤 2WD RE,"124,001km",경기,700,디젤,파란색
435,쉐보레(GM대우),아베오 세단,11/09식(12년형),LS 일반형,"50,322km",부산,380,가솔린,파란색
436,쉐보레(GM대우),올란도,15/01식,LPG LTZ,"125,623km",경기,860,LPG(일반인 구입),파란색
437,쉐보레(GM대우),더 넥스트 스파크,16/11식(17년형),LT,"29,149km",서울,670,가솔린,파란색
438,기아,스팅어 마이스터,20/09식(21년형),2.5 AWD 마스터즈,"12,124km",서울,"4,357",가솔린,파란색
439,쉐보레(GM대우),올 뉴 말리부,18/09식,2.0 터보 LTZ,"36,306km",경기,"1,850",가솔린,파란색
440,기아,스팅어 마이스터,20/10식(21년형),3.3 GT AWD 마스터즈 터보 패키지,"20,289km",경기,"4,410",가솔린,파란색
441,기아,더 뉴 모하비,16/04식(17년형),디젤 3.0 4WD,"161,511km",충남,"2,199",디젤,파란색
442,현대,더 뉴 i30,15/03식(16년형),디젤 1.6 PYL,"43,265km",인천,"1,150",디젤,파란색
443,현대,더 뉴 아반떼,15/04식(16년형),1.6 GDi 스타일,"26,138km",경기,660,가솔린,파란색
444,쉐보레(GM대우),콜로라도,20/09식,3.6 익스트림-X 4WD,"14,793km",인천,"3,750",가솔린,파란색
445,,,,,,,,,파란색
446,기아,니로,18/04식,프레스티지,"50,331km",대구,"1,599",가솔린+전기,파란색
447,기아,스포티지 4세대,15/12식(16년형),디젤 1.7 2WD 노블레스,"115,000km",전북,"1,340",디젤,파란색
448,기아,K5 2세대,17/06식(18년형),2.0 MX,"85,000km",제주,"1,480",가솔린,파란색
449,현대,싼타페 더 프라임,15/10식(16년형),디젤 2.0 2WD,"53,000km",경기,"1,850",디젤,파란색
450,기아,더 뉴 쏘렌토,18/10식(19년형),디젤 2.2 2WD,"80,000km",경기,"2,750",디젤,파란색
451,르노삼성,SM5 노바,15/07식,디젤 D 프리미엄,"67,254km",경기,890,디젤,파란색
