,brand,name,year,info,km,location,price,type,color
1505,기아,레이,14/03식,디럭스,"230,113km",경남,435,가솔린,진주색
1506,기아,더 뉴 모닝,15/03식(16년형),디럭스,"43,633km",경남,605,가솔린,진주색
1507,기아,레이,16/03식,프레스티지,"38,617km",경기,"1,050",가솔린,진주색
1508,르노삼성,SM5 뉴 임프레션,08/11식(09년형),LE 익스클루시브,"121,982km",대구,320,가솔린,진주색
1509,현대,아슬란,15/10식(16년형),G300 모던 베이직,"110,000km",경기,"1,430",가솔린,진주색
1510,기아,더 뉴 K3,17/09식(18년형),디럭스,"50,000km",경기,"1,199",가솔린,진주색
1511,,,,,,,,,진주색
1512,기아,K5,11/10식(12년형),2.0 프레스티지,"80,000km",경기,750,가솔린,진주색
1513,르노삼성,뉴SM5(신형),10/04식,RE,"86,779km",대전,480,가솔린,진주색
1514,기아,레이,15/11식(16년형),럭셔리,"116,018km",경기,720,가솔린,진주색
1515,기아,더 뉴 스포티지 R,15/04식(16년형),디젤 2WD 에이스,"143,648km",경기,"1,140",디젤,진주색
1516,기아,올 뉴 모닝,11/07식(12년형),럭셔리,"145,004km",부산,460,가솔린,진주색
1517,르노삼성,XM3,20/04식,1.3 TCe RE 시그니처,"4,541km",충남,"2,239",가솔린,진주색
1518,기아,올 뉴 K7,17/05식,3.3 GDI 노블레스,"94,713km",경남,"1,985",가솔린,진주색
1519,현대,싼타페 더 프라임,16/09식(17년형),디젤 2.0 2WD,"58,500km",경남,"2,200",디젤,진주색
1520,기아,모닝 어반,20/10식(21년형),프레스티지,"4,523km",충남,"1,199",가솔린,진주색
1521,현대,쏘나타 뉴 라이즈,17/07식(18년형),2.0 스마트,"73,299km",경남,"1,499",가솔린,진주색
1522,현대,그랜저 IG,17/09식(18년형),2.4 프리미엄,"71,580km",경남,"2,195",가솔린,진주색
1523,기아,레이,15/03식(16년형),럭셔리,"114,050km",전북,770,가솔린,진주색
1524,현대,싼타페 DM,15/01식,디젤(e-VGT) 2.0 2WD 익스클루시브,"160,000km",대구,"1,360",디젤,진주색
1525,현대,싼타페 CM,11/04식,2WD(2.0 e-VGT) MLX,"170,000km",대구,726,디젤,진주색
1526,기아,카니발 II,03/09식,9인승 디젤 파크,"193,372km",전북,139,디젤,진주색
1527,기아,레이,13/04식,럭셔리,"100,426km",경기,699,가솔린,진주색
1528,르노삼성,QM3,14/11식(15년형),LE,"27,285km",경기,"1,149",디젤,진주색
1529,기아,로체 이노베이션,09/06식,LEX20,"82,412km",경남,397,가솔린,진주색
1530,현대,싼타페 DM,15/01식,디젤(e-VGT) 2.0 2WD 익스클루시브,"160,000km",대구,"1,360",디젤,진주색
1531,현대,싼타페 CM,11/04식,2WD(2.0 e-VGT) MLX,"170,000km",대구,726,디젤,진주색
1532,기아,카니발 II,03/09식,9인승 디젤 파크,"193,372km",전북,139,디젤,진주색
1533,기아,레이,13/04식,럭셔리,"100,426km",경기,699,가솔린,진주색
1534,르노삼성,QM3,14/11식(15년형),LE,"27,285km",경기,"1,149",디젤,진주색
1535,기아,로체 이노베이션,09/06식,LEX20,"82,412km",경남,397,가솔린,진주색
1536,기아,올 뉴 모닝,13/09식(14년형),디럭스 트렌디,"82,973km",경남,525,가솔린,진주색
1537,기아,레이,15/12식(16년형),프레스티지,"128,599km",경기,799,가솔린,진주색
1538,르노삼성,QM3,14/11식(15년형),LE,"27,285km",경기,"1,149",디젤,진주색
1539,기아,레이,13/04식,럭셔리,"100,426km",경기,699,가솔린,진주색
1540,기아,더 뉴 모닝,15/05식(16년형),럭셔리,"49,658km",서울,680,가솔린,진주색
1541,르노삼성,QM3,16/09식,LE,"116,105km",서울,880,디젤,진주색
1542,기아,K5 2세대,16/04식,2.0 SX,"68,653km",대구,"1,570",가솔린,진주색
1543,쉐보레(GM대우),더 넥스트 스파크,18/04식,LT,"60,005km",부산,780,가솔린,진주색
1544,기아,K5 2세대,17/11식(18년형),LPI MX,"191,906km",경기,850,LPG(일반인 구입),진주색
1545,기아,뉴오피러스,06/10식(07년형),LPI GH270 고급형,"220,000km",경기,400,LPG(일반인 구입),진주색
1546,기아,올 뉴 카니발,17/02식,9인승 럭셔리,"115,190km",충북,"1,840",디젤,진주색
1547,기아,K5 2세대,17/06식(18년형),LPI MX,"114,953km",충북,"1,260",LPG(일반인 구입),진주색
1548,현대,아반떼 AD,17/04식(18년형),1.6 GDI 스타일,"126,969km",충북,"1,170",가솔린,진주색
1549,현대,아반떼 AD,17/04식(18년형),1.6 LPI 스마트(렌터카),"137,462km",충북,"1,120",LPG(일반인 구입),진주색
1550,기아,올 뉴 쏘울,15/10식(16년형),1.6 GDi 노블레스,"35,968km",경기,"1,490",가솔린,진주색
1551,쌍용,티볼리 에어,18/02식,가솔린 1.6 IX 2WD,"54,000km",대구,"1,550",가솔린,진주색
1552,쉐보레(GM대우),더 넥스트 스파크,17/10식(18년형),LT,"38,325km",경남,770,가솔린,진주색
1553,현대,싼타페 더 프라임,16/01식,디젤 2.2 4WD,"127,297km",경기,"1,820",디젤,진주색
1554,르노삼성,SM3 네오,17/11식,LE,"73,900km",충북,940,가솔린,진주색
1555,기아,레이,12/04식,디럭스 스페셜,"76,236km",경북,670,가솔린,진주색
1556,쉐보레(GM대우),더 넥스트 스파크,17/06식,LT,"63,722km",경북,750,가솔린,진주색
1557,르노삼성,뉴SM5 플래티넘,13/09식(14년형),RE,"46,955km",경북,980,가솔린,진주색
1558,르노삼성,뉴SM3,11/04식,SE 블랙,"119,627km",대구,360,가솔린,진주색
1559,르노삼성,SM7,06/07식,LE,"233,696km",대구,170,가솔린,진주색
1560,기아,올 뉴 모닝,13/08식,럭셔리,"108,070km",대구,540,가솔린,진주색
1561,르노삼성,뉴SM5(신형),11/03식,LE 익스클루시브,"196,000km",부산,350,가솔린,진주색
1562,현대,싼타페 더 프라임,16/01식,디젤 2.2 4WD,"127,297km",경기,"1,820",디젤,진주색
1563,르노삼성,뉴SM5(신형),10/06식,SE,"107,502km",전북,450,가솔린,진주색
