,brand,name,year,info,km,location,price,type,color
246,기아,레이,14/08식(15년형),럭셔리,"105,950km",대구,680,가솔린,초록색
247,현대,베라크루즈,15/02식,디젤 4WD 익스클루시브,"234,690km",인천,"1,420",디젤,초록색
248,제네시스,G90,19/09식,3.8 AWD,"54,643km",경기,"6,680",가솔린,초록색
249,기아,레이,12/08식(13년형),디럭스 스페셜,"94,825km",경북,680,가솔린,초록색
250,현대,팰리세이드,20/09식(21년형),가솔린 3.8 4WD,"9,600km",서울,"4,950",가솔린,초록색
251,기아,레이,14/03식,프레스티지,"96,179km",서울,800,가솔린,초록색
252,현대,그랜저 IG,17/05식(18년형),3.0 익스클루시브,"83,657km",경기,"1,919",가솔린,초록색
253,현대,그랜저 IG,17/05식(18년형),3.0 익스클루시브,"83,657km",경기,"1,919",가솔린,초록색
254,쌍용,체어맨 W,08/10식(09년형),V8 5000,"271,682km",경기,439,가솔린,초록색
255,기아,레이,13/12식(14년형),EV,"88,491km",부산,620,전기,초록색
256,기아,뉴모닝,09/12식(10년형),LX,"103,000km",충북,320,가솔린,초록색
257,기아,레토나,00/07식,디젤 VAN,"185,584km",경기,800,디젤,초록색
258,기아,더 뉴 레이,19/10식,트렌디,"36,764km",서울,"1,020",가솔린,초록색
259,쉐보레(GM대우),올 뉴 카마로,16/10식(17년형),SS 6.2 V8,"56,277km",경기,"2,490",가솔린,초록색
260,현대,그랜저 IG,17/08식(18년형),2.4 프리미엄,"112,000km",대전,"1,670",가솔린,초록색
261,쉐보레(GM대우),마티즈 크리에이티브,10/10식,그루브,"81,747km",충남,310,가솔린,초록색
262,현대,싼타페 DM,12/08식(13년형),디젤(e-VGT) 2.0 2WD 프리미엄,"124,000km",대전,"1,249",디젤,초록색
263,르노삼성,SM7,06/04식,LE,"160,589km",대전,235,가솔린,초록색
264,기아,레이,13/02식,디럭스 스페셜,"120,000km",부산,650,가솔린,초록색
265,현대,코나,18/06식,디젤 1.6 2WD,"42,492km",서울,"1,530",디젤,초록색
266,제네시스,G80,17/11식(18년형),3.3 GDI AWD,"30,981km",전북,"3,690",가솔린,초록색
267,현대,벨로스터,11/06식(12년형),익스트림,"91,400km",경기,570,가솔린,초록색
268,기아,레이,15/05식(16년형),럭셔리,"51,034km",경기,899,가솔린,초록색
269,쉐보레(GM대우),마티즈 크리에이티브,09/09식(10년형),재즈,"76,477km",울산,280,가솔린,초록색
270,기아,레이,15/05식(16년형),럭셔리,"51,034km",경기,899,가솔린,초록색
271,기아,레이,14/06식,프레스티지,"56,868km",경기,970,가솔린,초록색
272,현대,테라칸,02/02식,4WD JX290,"180,000km",충남,400,디젤,초록색
273,기아,K8 하이브리드,21/05식(22년형),시그니처,"2,018km",경기,"5,100",가솔린+전기,초록색
